run_number,clean,corrupted,restored_token,restored
17,"(' P', 0.06289045512676239)","(' Africa', 0.0022287049796432257)",3,"[(' Europe', 0.0034605825785547495), (' O', 0.007625526748597622), (' O', 0.006593734957277775), (' Australia', 0.0043933456763625145), (' Africa', 0.0033914807718247175), (' Africa', 0.004461584147065878), (' Africa', 0.007542858831584454), (' the', 0.005731599405407906), (' Europe', 0.006744886748492718), (' Europe', 0.010089756920933723), (' Africa', 0.005260183475911617), (' Africa', 0.010195905342698097), (' the', 4.909998665425519e-07), (' Europe', 0.0069308714009821415), (' Europe', 0.007891044951975346), (' O', 0.006489449180662632), (' Australia', 0.0028205886483192444), (' Europe', 0.0071401167660951614), (' Europe', 0.004066746681928635), (' Europe', 0.00702383229508996), (' Africa', 0.007641307543963194), (' the', 0.00565196480602026), (' Africa', 0.003354485612362623), (' Antarctica', 0.008664547465741634), (' Europe', 0.006558111868798733), (' Africa', 0.008519815281033516), (' Europe', 0.004706821404397488), (' the', 0.0004920611390843987), (' Europe', 0.004712462425231934), (' the', 0.00830963533371687), (' Europe', 0.004689982160925865), (' O', 0.01125387568026781), (' Europe', 0.007615422829985619), (' Africa', 0.004941218998283148), (' Africa', 0.003463161876425147), (' Europe', 0.005530345719307661), (' Africa', 0.0091653261333704), (' Africa', 0.00048569432692602277), (' Europe', 0.004117364063858986), (' Europe', 0.008182196877896786), (' Africa', 0.0036132284440100193), (' Africa', 0.004305139183998108), (' the', 0.006323759909719229), (' Europe', 0.008123808540403843), (' Asia', 0.004941804800182581), (' Africa', 0.007938403636217117), (' the', 0.006673802621662617), (' Africa', 0.0025916716549545527)]"
18,"(' the', 0.07905939221382141)","(' Europe', 0.042491063475608826)",0,"[(' Europe', 0.03958380967378616), (' the', 0.09744635969400406), (' Africa', 0.04863046109676361), (' Africa', 0.05847831442952156), (' the', 0.11665856838226318), (' Africa', 0.03744576871395111), (' Europe', 0.06988934427499771), (' Europe', 0.055745311081409454), (' the', 0.07969004660844803), (' the', 0.10611957311630249), (' the', 0.06435225903987885), (' Europe', 0.06097302585840225), (' Europe', 0.029578354209661484), (' Europe', 0.0475158616900444), (' Europe', 0.030719885602593422), (' Africa', 0.026111098006367683), (' Asia', 0.052275363355875015), (' Europe', 0.05420880392193794), (' the', 0.042898695915937424), (' the', 0.06521078199148178), (' the', 0.07703319191932678), (' Africa', 0.05363069102168083), (' the', 0.052260324358940125), (' Africa', 0.03712467849254608), (' Africa', 0.03680087998509407), (' Europe', 0.031148560345172882), (' the', 0.0435023233294487), (' Europe', 0.05218183621764183), (' Europe', 0.06329155713319778), (' the', 0.10482829064130783), (' Europe', 0.06117488071322441), (' the', 0.06593570858240128), (' the', 0.08819837868213654), (' Europe', 0.10350393503904343), (' Europe', 0.029937677085399628), (' the', 0.08675409853458405), (' the', 0.04150770604610443), (' Africa', 0.05236868932843208), (' Africa', 0.03802991658449173), (' Europe', 0.07673908025026321), (' Europe', 0.04902678728103638), (' Europe', 0.08072426170110703), (' the', 0.04676291346549988), (' Europe', 0.05154886469244957), (' Europe', 0.05405757576227188), (' Europe', 0.060103531926870346), (' Africa', 0.06980867683887482), (' Asia', 0.022856025025248528)]"
18,"(' the', 0.07905939221382141)","(' Europe', 0.042491063475608826)",1,"[(' Europe', 0.1095593050122261), (' Europe', 0.041082464158535004), (' Europe', 0.07389716058969498), (' the', 0.025369396433234215), (' Europe', 0.08459794521331787), (' Europe', 0.0466395728290081), (' Europe', 0.04175569862127304), (' Europe', 0.04388507455587387), (' the', 0.18034164607524872), (' Europe', 0.05665355175733566), (' Europe', 0.07344043254852295), (' Europe', 0.03393007814884186), (' Ary', 0.04044967144727707), (' Africa', 0.03648967295885086), (' Africa', 0.06731092929840088), (' Europe', 0.03737163171172142), (' Europe', 0.07412286847829819), (' Asia', 0.05455012619495392), (' Kry', 0.02680361457169056), (' Kry', 0.02367290109395981), (' Europe', 0.04485851898789406), (' Europe', 0.024208461865782738), (' Asia', 0.05325533077120781), (' Europe', 0.03676175698637962), (' the', 0.1238425076007843), (' Europe', 0.0640937015414238), (' Kry', 0.06351670622825623), (' Europe', 0.04348782077431679), (' Europe', 0.06333942711353302), (' Europe', 0.053947024047374725), (' the', 0.040848251432180405), (' the', 0.03842693194746971), (' the', 0.06926307082176208), (' Africa', 0.05093854293227196), (' Europe', 0.03333612158894539), (' Africa', 0.04632172733545303), (' Europe', 0.047415900975465775), (' Europe', 0.05319709703326225), (' Europe', 0.0675506591796875), (' R', 0.04118707776069641), (' Europe', 0.03801657631993294), (' Europe', 0.04760880395770073), (' Africa', 0.05664214491844177), (' Africa', 0.04198642075061798), (' Europe', 0.0369446836411953), (' Europe', 0.06253411620855331), (' the', 0.0508292131125927), (' Europe', 0.0537942498922348)]"
18,"(' the', 0.07905939221382141)","(' Europe', 0.042491063475608826)",2,"[(' Asia', 0.0646735280752182), (' the', 0.08894700556993484), (' Europe', 0.08535858988761902), (' Europe', 0.07313766330480576), (' the', 0.062013670802116394), (' Europe', 0.049412984400987625), (' Europe', 0.04064040631055832), (' Europe', 0.039869099855422974), (' Europe', 0.0721132904291153), (' the', 0.08370105177164078), (' Europe', 0.09314745664596558), (' the', 0.08578454703092575), (' Europe', 0.056048788130283356), (' the', 0.08261841535568237), (' the', 0.05868305265903473), (' the', 0.05887749791145325), (' Europe', 0.041686978191137314), (' Africa', 0.04796683043241501), (' the', 0.06256693601608276), (' the', 0.07505084574222565), (' Europe', 0.07803257554769516), (' Europe', 0.03260018676519394), (' Europe', 0.12643444538116455), (' the', 0.099546417593956), (' Europe', 0.09340626746416092), (' Europe', 0.05632305517792702), (' Europe', 0.12511293590068817), (' Europe', 0.04522980749607086), (' Asia', 0.04579108953475952), (' the', 0.04651590436697006), (' Europe', 0.06026000529527664), (' Europe', 0.026723336428403854), (' the', 0.060268767178058624), (' the', 0.1660771369934082), (' Africa', 0.03502980247139931), (' Europe', 0.08321482688188553), (' the', 0.04493889585137367), (' Europe', 0.04095984250307083), (' Africa', 0.06681284308433533), (' Europe', 0.033773135393857956), (' Africa', 0.052251774817705154), (' the', 0.05623958259820938), (' Africa', 0.02401815913617611), (' the', 0.026500975713133812), (' the', 0.03422139957547188), (' Europe', 0.046166833490133286), (' Africa', 0.045908086001873016), (' the', 0.06560450792312622)]"
18,"(' the', 0.07905939221382141)","(' Europe', 0.042491063475608826)",3,"[(' Europe', 0.0862228125333786), (' Europe', 0.07391369342803955), (' Europe', 0.09952791780233383), (' Europe', 0.053521327674388885), (' the', 0.035497717559337616), (' Africa', 0.031093547120690346), (' Europe', 0.0540846511721611), (' the', 0.041139665991067886), (' Africa', 0.042555902153253555), (' Europe', 0.034275393933057785), (' the', 0.4227348268032074), (' Europe', 0.0301310233771801), (' Asia', 0.05043349787592888), (' Europe', 0.03669482469558716), (' Europe', 0.06193283945322037), (' Africa', 0.0311717726290226), (' Europe', 0.05710338428616524), (' the', 0.04552745819091797), (' Africa', 0.04634753614664078), (' Africa', 0.06487752497196198), (' Europe', 0.03695917874574661), (' Europe', 0.06685947626829147), (' Europe', 0.07207845896482468), (' Europe', 0.04606218263506889), (' Europe', 0.05353901535272598), (' the', 0.051027875393629074), (' Europe', 0.0612960122525692), (' Europe', 0.039360933005809784), (' the', 0.04069439321756363), (' Europe', 0.06698258221149445), (' the', 0.03633315861225128), (' Europe', 0.03954487293958664), (' Europe', 0.07135099917650223), (' the', 0.11062178015708923), (' Europe', 0.061671074479818344), (' Europe', 0.06108151748776436), (' Europe', 0.05091596767306328), (' Africa', 0.03557969257235527), (' Europe', 0.07213477045297623), (' Africa', 0.026818329468369484), (' Europe', 0.043018728494644165), (' Europe', 0.09643761068582535), (' Africa', 0.06442663073539734), (' Europe', 0.05747628211975098), (' the', 0.10489121824502945), (' Asia', 0.033819425851106644), (' Europe', 0.04703667387366295), (' Asia', 0.0323159396648407)]"
18,"(' the', 0.07905939221382141)","(' Europe', 0.042491063475608826)",4,"[(' the', 0.07023975253105164), (' Africa', 0.06040984019637108), (' Europe', 0.06858957558870316), (' the', 0.060034580528736115), (' the', 0.14320628345012665), (' the', 0.05878795310854912), (' Africa', 0.05029762536287308), (' Africa', 0.07230441272258759), (' the', 0.04702838137745857), (' Africa', 0.04787179082632065), (' Africa', 0.05602402985095978), (' Africa', 0.04503978043794632), (' Africa', 0.061079997569322586), (' the', 0.09447755664587021), (' the', 0.10028431564569473), (' Europe', 0.05643455311655998), (' Europe', 0.0979926586151123), (' the', 0.0445636510848999), (' the', 0.04133671894669533), (' Africa', 0.03298554942011833), (' the', 0.0732995867729187), (' the', 0.05398460477590561), (' the', 0.05165305733680725), (' Africa', 0.07287052273750305), (' Africa', 0.11297944188117981), (' the', 0.0690542683005333), (' Africa', 0.030008403584361076), (' the', 0.08608093857765198), (' Africa', 0.07382751256227493), (' Africa', 0.027285734191536903), (' Europe', 0.05997445434331894), (' Asia', 0.04694804921746254), (' Africa', 0.03250923752784729), (' Europe', 0.11271413415670395), (' the', 0.03839987888932228), (' the', 0.26519984006881714), (' Europe', 0.05662150681018829), (' Europe', 0.06449571251869202), (' the', 0.08931176364421844), (' Europe', 0.0502571240067482), (' Africa', 0.06512190401554108), (' the', 0.06037162244319916), (' Africa', 0.03628305718302727), (' Africa', 0.045420657843351364), (' the', 0.05600500479340553), (' Africa', 0.0537586435675621), (' the', 0.14881165325641632), (' Africa', 0.01635577157139778)]"
19,"(' the', 0.2699989080429077)","(' the', 0.1642518788576126)",0,"[(' the', 0.305728942155838), (' the', 0.23039574921131134), (' the', 0.38060683012008667), (' the', 0.07117396593093872), (' London', 0.001700635184533894), (' the', 0.23239175975322723), (' a', 0.10494795441627502), (' the', 0.26519718766212463), (' the', 0.3670818507671356), (' the', 0.23089496791362762), (' the', 0.32294440269470215), (' the', 0.33232733607292175), (' the', 0.36436185240745544), (' the', 0.14720413088798523), (' the', 0.09158933907747269), (' the', 0.2199399173259735), (' the', 0.05149764195084572), (' the', 0.32618650794029236), (' the', 0.25318676233291626), (' the', 0.32812297344207764), (' the', 0.09971918910741806), (' the', 0.19621533155441284), (' the', 0.19037656486034393), (' the', 0.3325592279434204), (' the', 0.06573940068483353), (' the', 0.10370868444442749), (' the', 0.3433868885040283), (' the', 0.37306177616119385), (' the', 0.2956257164478302), (' the', 0.2256428599357605), (' the', 0.11752361059188843), (' the', 0.2799275517463684), (' the', 0.17714177072048187), (' the', 0.2517988383769989), (' the', 0.28156599402427673), (' the', 0.26363277435302734), (' the', 0.2790067195892334), (' the', 0.2794824540615082), (' the', 0.28145813941955566), (' the', 0.16835592687129974), (' the', 0.3192916214466095), (' the', 0.1725081503391266), (' the', 0.2612253427505493), (' the', 0.22358915209770203), (' the', 0.13721461594104767), (' the', 0.15057767927646637), (' the', 0.4336269497871399), (' the', 0.31292250752449036)]"
19,"(' the', 0.2699989080429077)","(' the', 0.1642518788576126)",1,"[(' the', 0.29803839325904846), (' the', 0.3719491958618164), (' the', 0.3075583875179291), (' the', 0.24808065593242645), (' the', 0.31632211804389954), (' the', 0.34643983840942383), (' the', 0.32221508026123047), (' the', 0.15261445939540863), (' the', 0.09501969069242477), (' the', 0.28352969884872437), (' the', 0.22098056972026825), (' the', 0.29182878136634827), (' the', 0.1511029452085495), (' a', 0.07480417191982269), (' the', 0.3221205770969391), (' the', 0.2563881278038025), (' the', 0.3548707962036133), (' a', 0.19814607501029968), (' the', 0.3170599639415741), (' the', 0.22310391068458557), (' the', 0.19266967475414276), (' the', 0.2565554976463318), (' the', 0.2904679775238037), (' the', 0.24125854671001434), (' the', 0.232523575425148), (' the', 0.09125781059265137), (' the', 0.3386220932006836), (' the', 0.3500744700431824), (' the', 0.374489963054657), (' the', 0.2786623537540436), (' the', 0.36269837617874146), (' the', 0.21166256070137024), (' the', 0.18232686817646027), (' the', 0.25371694564819336), (' the', 0.1548609435558319), (' the', 0.2999122142791748), (' the', 0.09737373143434525), (' a', 0.1270608901977539), (' the', 0.3198543190956116), (' the', 0.251884400844574), (' the', 0.24140985310077667), (' the', 0.302884578704834), (' the', 0.2878972887992859), (' the', 0.318263441324234), (' the', 0.2932261824607849), (' the', 0.38069698214530945), (' a', 0.11106985807418823), (' the', 0.2613503634929657)]"
19,"(' the', 0.2699989080429077)","(' the', 0.1642518788576126)",2,"[(' the', 0.28099992871284485), (' the', 0.4029194116592407), (' the', 0.3594578802585602), (' the', 0.2875657379627228), (' the', 0.3236421048641205), (' the', 0.26036733388900757), (' the', 0.27848631143569946), (' the', 0.12312613427639008), (' the', 0.2384645789861679), (' a', 0.1249203160405159), (' the', 0.35707995295524597), (' the', 0.3427117168903351), (' the', 0.15969139337539673), (' the', 0.29111549258232117), (' the', 0.20659078657627106), (' the', 0.2863142788410187), (' the', 0.26984044909477234), (' the', 0.3050311207771301), (' the', 0.31807684898376465), (' the', 0.287392258644104), (' the', 0.3706989884376526), (' the', 0.3222891092300415), (' the', 0.31349340081214905), (' a', 0.09841370582580566), (' the', 0.40025484561920166), (' the', 0.30495333671569824), (' the', 0.11505062878131866), (' the', 0.25409457087516785), (' the', 0.32155704498291016), (' the', 0.27566561102867126), (' the', 0.2998032867908478), (' the', 0.31551164388656616), (' the', 0.2583923935890198), (' the', 0.12359307706356049), (' the', 0.11315007507801056), (' the', 0.3633852005004883), (' the', 0.3493659496307373), (' the', 0.14627359807491302), (' the', 0.31339943408966064), (' the', 0.25950947403907776), (' the', 0.3016422986984253), (' the', 0.31161078810691833), (' the', 0.05387353152036667), (' the', 0.33811479806900024), (' the', 0.24638135731220245), (' the', 0.1370425522327423), (' the', 0.2637687623500824), (' the', 0.34454435110092163)]"
19,"(' the', 0.2699989080429077)","(' the', 0.1642518788576126)",3,"[(' the', 0.29235121607780457), (' the', 0.07895717024803162), (' the', 0.26833203434944153), (' the', 0.20258750021457672), (' a', 0.18074654042720795), (' the', 0.28864872455596924), (' the', 0.23702913522720337), (' the', 0.14443464577198029), (' the', 0.1486208140850067), (' the', 0.1920507252216339), (' the', 0.3139196038246155), (' the', 0.3104993999004364), (' the', 0.28882431983947754), (' the', 0.33439838886260986), (' the', 0.348928302526474), (' the', 0.360649973154068), (' the', 0.13055676221847534), (' the', 0.12824130058288574), (' the', 0.3792734444141388), (' a', 0.06247186288237572), (' the', 0.3250840902328491), (' the', 0.3748967945575714), (' the', 0.22852399945259094), (' the', 0.32155129313468933), (' the', 0.28360363841056824), (' the', 0.1253766417503357), (' a', 0.0307406447827816), (' the', 0.3790007531642914), (' the', 0.2807154953479767), (' the', 0.3543681800365448), (' the', 0.15220080316066742), (' the', 0.19304397702217102), (' the', 0.18199098110198975), (' the', 0.25253766775131226), (' the', 0.4714045524597168), (' the', 0.1856032907962799), (' the', 0.27915123105049133), (' the', 0.196038618683815), (' the', 0.08710533380508423), (' the', 0.19435355067253113), (' the', 0.20517362654209137), (' the', 0.23936615884304047), (' the', 0.35296666622161865), (' the', 0.2985868752002716), (' the', 0.29016566276550293), (' the', 0.27573874592781067), (' the', 0.2726406157016754), (' the', 0.326539009809494)]"
20,"(' the', 0.2370356172323227)","(' the', 0.3077007234096527)",0,"[(' the', 0.3313887119293213), (' the', 0.3602358102798462), (' the', 0.3261639177799225), (' the', 0.2647880017757416), (' the', 0.3413793742656708), (' the', 0.34892702102661133), (' the', 0.3432234823703766), (' the', 0.341937780380249), (' the', 0.36076557636260986), (' the', 0.3270609378814697), (' the', 0.2770533561706543), (' the', 0.370228111743927), (' the', 0.3180842399597168), (' the', 0.3478876054286957), (' the', 0.3038046956062317), (' the', 0.27789780497550964), (' the', 0.31146761775016785), (' the', 0.35872265696525574), (' the', 0.3736017942428589), (' the', 0.3566306531429291), (' the', 0.30699220299720764), (' the', 0.3391910791397095), (' the', 0.32268866896629333), (' the', 0.2861076891422272), (' the', 0.3365253508090973), (' the', 0.2874554991722107), (' the', 0.31908589601516724), (' the', 0.32195761799812317), (' the', 0.3493896722793579), (' the', 0.29045405983924866), (' the', 0.3326495289802551), (' the', 0.2529255747795105), (' the', 0.29773393273353577), (' the', 0.348050594329834), (' the', 0.35548463463783264), (' the', 0.32083195447921753), (' the', 0.3054806590080261), (' the', 0.3284129798412323), (' the', 0.2869894206523895), (' the', 0.30944880843162537), (' the', 0.28305646777153015), (' the', 0.34986698627471924), (' the', 0.2805963158607483), (' the', 0.19981957972049713), (' the', 0.30125197768211365), (' the', 0.2911040782928467), (' the', 0.3661317825317383), (' the', 0.26114100217819214)]"
20,"(' the', 0.2370356172323227)","(' the', 0.3077007234096527)",1,"[(' the', 0.2920522391796112), (' the', 0.2985571622848511), (' the', 0.15257200598716736), (' the', 0.28676098585128784), (' the', 0.1840686798095703), (' the', 0.3424835205078125), (' the', 0.38045814633369446), (' the', 0.39093026518821716), (' the', 0.3221304714679718), (' the', 0.31599923968315125), (' the', 0.33752745389938354), (' the', 0.2997058629989624), (' the', 0.31545525789260864), (' the', 0.31804296374320984), (' the', 0.33990174531936646), (' the', 0.3520936071872711), ('.', 0.0035973882768303156), (' the', 0.3083609342575073), (' the', 0.33661526441574097), (' the', 0.34265798330307007), (' the', 0.3175761103630066), (' the', 0.3521672189235687), (' the', 0.34965986013412476), (' the', 0.38028213381767273), (' the', 0.3620416820049286), (' the', 0.34904301166534424), (':', 0.0059144580736756325), (' the', 0.3518761396408081), (' the', 0.3106714189052582), (' the', 0.3383205533027649), (' the', 0.28010034561157227), (' the', 0.30193352699279785), (' the', 0.34755128622055054), (' the', 0.27145916223526), (' the', 0.30135685205459595), (' the', 0.3081328570842743), (' the', 0.35421308875083923), (' the', 0.3335270285606384), (' the', 0.33867931365966797), (' the', 0.2995733618736267), (' the', 0.31136587262153625), (' the', 0.3237442374229431), (' the', 0.33302125334739685), (' the', 0.3492496907711029), (' the', 0.3439773917198181), (' the', 0.3418104350566864), (' the', 0.3508983552455902), (' the', 0.2892586886882782)]"
20,"(' the', 0.2370356172323227)","(' the', 0.3077007234096527)",2,"[(' the', 0.2534276843070984), (' the', 0.2333175539970398), (' the', 0.27096763253211975), (' the', 0.29420775175094604), (' the', 0.2545076608657837), (' Microsoft', 0.044171176850795746), (' the', 0.3028249442577362), (' the', 0.28827738761901855), (' the', 0.25212329626083374), (' the', 0.24809283018112183), (' the', 0.3016384541988373), (' the', 0.3344591557979584), (' the', 0.4260554015636444), (' the', 0.3267271816730499), (' the', 0.3365582227706909), (' the', 0.2933187484741211), (' the', 0.30695289373397827), (' the', 0.2988893985748291), (' the', 0.33771151304244995), (' the', 0.3154004216194153), (' the', 0.3271104097366333), (' the', 0.3576917350292206), (' the', 0.34815722703933716), (' the', 0.33273160457611084), (' the', 0.3223450779914856), (' the', 0.34736478328704834), (' the', 0.30384987592697144), (' the', 0.3176364302635193), (' the', 0.33664414286613464), (' the', 0.3267531394958496), (' the', 0.3515339195728302), (' the', 0.3245062530040741), (' the', 0.34440165758132935), (' the', 0.2756495475769043), (' the', 0.3240886628627777), (' the', 0.29422053694725037), (' the', 0.2968021035194397), (' the', 0.2499658763408661), (' the', 0.270108699798584), (' the', 0.310866117477417), (' the', 0.30985894799232483), (' the', 0.34542834758758545), (' the', 0.36144810914993286), (' the', 0.35643959045410156), (' the', 0.3129991292953491), (' the', 0.31477078795433044), (' the', 0.36458849906921387), (' the', 0.37257930636405945)]"
21,"(' the', 0.4523012638092041)","(' the', 0.3265266418457031)",0,"[(' the', 0.2719072103500366), (' the', 0.27038824558258057), (' the', 0.34760504961013794), (' the', 0.24165759980678558), (' the', 0.33409368991851807), (' the', 0.3357062041759491), (' the', 0.3148419260978699), (' the', 0.34634020924568176), (' the', 0.3328985571861267), (' the', 0.3473037779331207), (' the', 0.3431358337402344), (' the', 0.3535214364528656), (' the', 0.3376826047897339), (' the', 0.32059645652770996), (' the', 0.35471415519714355), (' the', 0.31926748156547546), (' the', 0.31966349482536316), (' the', 0.3227805495262146), (' the', 0.38091611862182617), (' the', 0.3118273913860321), (' the', 0.3626019358634949), (' the', 0.3463318645954132), (' the', 0.34430691599845886), (' the', 0.34308019280433655), (' the', 0.33598533272743225), (' the', 0.3181222677230835), (' the', 0.3194597065448761), (' the', 0.3990328907966614), (' the', 0.3605237603187561), (' the', 0.3955015242099762), (' the', 0.3747180104255676), (' the', 0.33819708228111267), (' the', 0.3589141070842743), (' the', 0.3231421113014221), (' the', 0.3898860812187195), (' the', 0.3941026031970978), (' the', 0.279405415058136), (' the', 0.33985811471939087), (' the', 0.3570410907268524), (' the', 0.3427000045776367), (' the', 0.3171808123588562), (' the', 0.34529420733451843), (' the', 0.3011206388473511), (' the', 0.3499140739440918), (' the', 0.3318217098712921), (' the', 0.4374430477619171), (' the', 0.30285969376564026), (' the', 0.3760131597518921)]"
21,"(' the', 0.4523012638092041)","(' the', 0.3265266418457031)",1,"[(' the', 0.29816338419914246), (' the', 0.30938252806663513), (' the', 0.3363240659236908), (' the', 0.338899165391922), (' the', 0.46943798661231995), (' the', 0.4009113311767578), (' the', 0.32982316613197327), (' the', 0.3111034333705902), (' the', 0.34445205330848694), (' the', 0.39366036653518677), (' the', 0.3347267210483551), (' the', 0.3877408802509308), (' the', 0.3510337769985199), (' the', 0.2963089942932129), (' the', 0.37618041038513184), (' the', 0.32631123065948486), (' the', 0.35666903853416443), (' the', 0.3616977334022522), (' the', 0.3645409047603607), (' the', 0.320168673992157), (' the', 0.37809136509895325), (' the', 0.35968300700187683), (' the', 0.3282131850719452), (' the', 0.35924211144447327), (' the', 0.3507538437843323), (' the', 0.3376041352748871), (' the', 0.3327089548110962), (' the', 0.3786333501338959), (' the', 0.35583844780921936), (' the', 0.31457290053367615), (' the', 0.33844780921936035), (' the', 0.3826027512550354), (' the', 0.32003721594810486), (' the', 0.3346494436264038), (' the', 0.37573426961898804), (' the', 0.31443896889686584), (' the', 0.30864155292510986), (' the', 0.4299994111061096), (' the', 0.3108222484588623), (' the', 0.31940439343452454), (' the', 0.3633355498313904), (' the', 0.3040863573551178), (' the', 0.33349987864494324), (' the', 0.3562571406364441), (' the', 0.29382362961769104), (' the', 0.3734731376171112), (' the', 0.32956787943840027), (' the', 0.3616633415222168)]"
21,"(' the', 0.4523012638092041)","(' the', 0.3265266418457031)",2,"[(' the', 0.3976609408855438), (' the', 0.35094156861305237), (' the', 0.3423634469509125), (' the', 0.33381062746047974), (' the', 0.3366996645927429), (' the', 0.3163187503814697), (' the', 0.35628604888916016), (' the', 0.3330612778663635), (' the', 0.3617987334728241), (' the', 0.3560296893119812), (' the', 0.3820212781429291), (' the', 0.34379392862319946), (' the', 0.2850413918495178), (' the', 0.34471753239631653), (' the', 0.35212987661361694), (' the', 0.4231449365615845), (' the', 0.37566840648651123), (' the', 0.3427858352661133), (' the', 0.3566606640815735), (' the', 0.33972597122192383), (' the', 0.31841617822647095), (' the', 0.37110966444015503), (' the', 0.3347105383872986), (' the', 0.36487796902656555), (' the', 0.3418518006801605), (' the', 0.3513418138027191), (' the', 0.37527576088905334), (' the', 0.3301065266132355), (' the', 0.10129682719707489), (' the', 0.6454853415489197), (' the', 0.33928048610687256), (' the', 0.3023096024990082), (' the', 0.3399253487586975), (' the', 0.3016674220561981), (' the', 0.35385653376579285), (' the', 0.2608819901943207), (' the', 0.36644214391708374), (' the', 0.3371012210845947), (' the', 0.3379863202571869), (' the', 0.3239459693431854), (' the', 0.4302728772163391), (' the', 0.3428739607334137), (' the', 0.4435301423072815), (' the', 0.35759228467941284), (' the', 0.35127320885658264), (' the', 0.3769035339355469), (' the', 0.37495172023773193), (' the', 0.3126493990421295)]"
21,"(' the', 0.4523012638092041)","(' the', 0.3265266418457031)",3,"[(' the', 0.33115628361701965), (' the', 0.3065221905708313), (' the', 0.3063338100910187), (' the', 0.30464962124824524), (' the', 0.3259224593639374), (' the', 0.3449356257915497), (' the', 0.32595017552375793), (' the', 0.3309284448623657), (' the', 0.33225518465042114), (' the', 0.3225419521331787), (' the', 0.2927020788192749), (' the', 0.30891847610473633), (' the', 0.3460873067378998), (' the', 0.3095996677875519), (' the', 0.33509206771850586), (' the', 0.35048413276672363), (' the', 0.28895002603530884), (' the', 0.3501717448234558), (' the', 0.3134722411632538), (' the', 0.36475738883018494), (' the', 0.3334355056285858), (' the', 0.34723007678985596), (' the', 0.3841882348060608), (' the', 0.38530272245407104), (' the', 0.3122476041316986), (' the', 0.39827269315719604), (' the', 0.3685307502746582), (' the', 0.33105483651161194), (' the', 0.3749407231807709), (' the', 0.3085031509399414), (' the', 0.3289918899536133), (' the', 0.3690645396709442), (' the', 0.5683975219726562), (' the', 0.33643120527267456), (' the', 0.33020639419555664), (' the', 0.311542809009552), (' the', 0.3809543251991272), (' the', 0.3631207346916199), (' the', 0.32493147253990173), (' the', 0.34352073073387146), (' the', 0.3422996401786804), (' the', 0.3452814221382141), (' the', 0.3040083646774292), (' the', 0.33911529183387756), (' the', 0.39322835206985474), (' the', 0.3552496135234833), (' the', 0.36660534143447876), (' the', 0.3615313172340393)]"
22,"(' the', 0.10892844945192337)","(' the', 0.0887729749083519)",0,"[(' the', 0.08720269799232483), (' the', 0.11428269743919373), (' the', 0.19137687981128693), (' the', 0.09063471108675003), (' the', 0.19537873566150665), (' the', 0.106802798807621), (' the', 0.15552735328674316), (' the', 0.14354246854782104), (' the', 0.17948487401008606), (' the', 0.1484505534172058), (' the', 0.16411489248275757), (' the', 0.14198553562164307), (' the', 0.041055504232645035), (' the', 0.18241573870182037), (' the', 0.1470949798822403), (' the', 0.08199752867221832), (' the', 0.09228294342756271), (' the', 0.17153756320476532), (' the', 0.1913413256406784), (' the', 0.15241838991641998), (' the', 0.13982494175434113), (' the', 0.06889557838439941), (' the', 0.1810251623392105), (' the', 0.09408348798751831), (' the', 0.16293147206306458), (' the', 0.11841560900211334), (' the', 0.08006919175386429), (' the', 0.04539784416556358), (' the', 0.1206991896033287), (' the', 0.10543438792228699), (' the', 0.22084148228168488), (' the', 0.09160342067480087), (' the', 0.1194349154829979), (' the', 0.16940195858478546), (' the', 0.1266406774520874), (' the', 0.13288843631744385), (' the', 0.24468103051185608), (' the', 0.17400766909122467), (' the', 0.10390210896730423), (' the', 0.13091379404067993), (' the', 0.1169176697731018), (' the', 0.14132077991962433), (' the', 0.09752210229635239), (' the', 0.1486232727766037), (' the', 0.16278795897960663), (' the', 0.07831700146198273), (' the', 0.08308684080839157), (' the', 0.1372208297252655)]"
22,"(' the', 0.10892844945192337)","(' the', 0.0887729749083519)",1,"[(' the', 0.14328612387180328), (' the', 0.158352330327034), (' the', 0.10156156122684479), (' the', 0.10332074761390686), (' the', 0.11470770090818405), (' the', 0.23036827147006989), (' the', 0.2339629828929901), (' the', 0.10608863830566406), (' the', 0.13192862272262573), (' the', 0.14427807927131653), (' the', 0.16234466433525085), (' the', 0.12925705313682556), (' the', 0.1446513682603836), (' the', 0.11943826824426651), (' the', 0.11638849973678589), (' the', 0.05771132558584213), (' the', 0.14907903969287872), (' the', 0.06320412456989288), (' the', 0.09145320951938629), (' the', 0.12760168313980103), (' the', 0.1518549919128418), (' the', 0.1937074363231659), (' the', 0.17004166543483734), (' the', 0.1756303608417511), (' the', 0.11752206087112427), (' the', 0.055673450231552124), (' the', 0.15725582838058472), (' the', 0.0765380933880806), (' the', 0.08189775794744492), (' the', 0.10696567595005035), (' the', 0.10067323595285416), (' the', 0.2053070068359375), (' the', 0.1468934416770935), (' the', 0.10440031439065933), (' the', 0.12249338626861572), (' the', 0.13414493203163147), (' the', 0.1750013679265976), (' the', 0.10778030008077621), (' the', 0.14724844694137573), (' the', 0.33867987990379333), (' the', 0.1292746514081955), (' the', 0.1343553066253662), (' the', 0.16735035181045532), (' the', 0.19474458694458008), (' the', 0.05265714228153229), (' the', 0.12575995922088623), (' the', 0.15793566405773163), (' the', 0.0840122178196907)]"
