run_number,clean,corrupted,restored_token,restored
4, Seattle, is,2,"[' Denver', ' Toronto', '.', ',', ' is', ' Detroit', ' Toronto', '.', ' Sydney', '.', '.', ' in', ')', ' Chicago', '.', ' Toronto', '.', ' Chicago', ',', '.', ' Houston', ',', ',']"
4, Seattle, is,3,"[' Chicago', '?', '.', ' Chicago', ',', '.', ' Seattle', ' Toronto', ' Seattle', ' Seattle', ' Chicago', ' Seattle', ' downtown', ' Chicago', ' Toronto', ',', ' Seattle', ' Chicago', '.', ' is', ' is', ' Toronto', ',']"
5, Seattle, Toronto,0,"[' is', '.', ' Washington', ' Seattle', ' San', '.', ' Manhattan', ' Toronto', ' Seattle', ' Seattle', ',', ' Detroit', '?', ',', ' is', ' is', '.', '?', 's', ',', ')', ' is', '.""']"
5, Seattle, Toronto,1,"[' is', ' downtown', ' San', '.', '.', ' San', ' Los', ' by', '.', '.', ' Los', '?', ' Chicago', ' Seattle', ',', ',""', ' Houston', '""', '\n', '.', ' Denver', ' and', '.']"
5, Seattle, Toronto,2,"[' Seattle', ',', ' Seattle', ' of', ' Chicago', ' Manhattan', ',', '.', ' Toronto', '.', ' London', ',', ',', ' is', '.', ' San', ' Los', ')', ',', ' the', '\n', ',', '.']"
5, Seattle, Toronto,3,"['.', ',', ',', ' Atlanta', ',', '.', ' Toronto', ' to', ' is', '.', ' Chicago', '.', ',', '.', ' is', 's', ' Chicago', '.', ',', ' Seattle', ' Seattle', '.', '.']"
6, Seattle,",",0,"['.', '\n', '.', ' Toronto', ' is', ' Tokyo', ' Chicago', ' Los', '.', ' Seattle', '.', ' is', ' Seattle', ' to', '.', ' San', ' Detroit', ',', ' Toronto', '?', ' is', '.', ' is']"
6, Seattle,",",1,"[' is', '.', ' Chicago', ' is', ' is', '.', '.', '.', ' San', ',', ' San', '!', ',', ',', ' Los', '.', '.', ',', ',', ' downtown', ' Toronto', ' Los', ' is']"
6, Seattle,",",2,"[' Denver', ' London', ' Denver', ' Manhattan', ' Seattle', ' Detroit', ',', '.', '.', '.', '.', ' Seattle', ' traffic', ' is', '.', '.', ',', '.', '.', ',', ',', ' is', '.']"
6, Seattle,",",3,"[' is', ' Toronto', ' Seattle', ' Detroit', ',', ',', '.', ' Seattle', ' Seattle', ' Toronto', ' is', ',', ' San', ' is', ' --', ' is', ' Toronto', ' is', ' London', ',', ' is', ' Tokyo', ',']"
7, Seattle, is,0,"['.', ' Los', ' Los', ',', ' Toronto', ' role', ' Chicago', ',', '.', ' is', '.', '.', ',', ',', ' San', ' London', '.', ' is', '.', ',', ',', '.', '\n']"
7, Seattle, is,1,"[' is', ' where', ',', ' is', ' Seattle', ',', '.', ',', ')', ' Toronto', ' is', ' to', ' is', ' New', ' is', ',', ',', ' is', '.', ')', '\n', ' Detroit', ' Seattle']"
7, Seattle, is,2,"['.', '.', ' is', ' is', '.', ' Seattle', ' is', ',', ' Need', '.', ' Seattle', ' Toronto', '.', '.', ' at', ' San', ',', ' Seattle', ',', ' Detroit', ',', ' Toronto', ' Toronto']"
7, Seattle, is,3,"['.', ' Denver', ',', ',', ',', ' Toronto', ',', '.', ' San', ' Chicago', '.', ' Manhattan', '""', ' Seattle', ' is', ' Toronto', ',', '.', '.', '.', ' are', ' Toronto', ' Chicago']"
8, Seattle,.,0,"['.', '.', ',', '.', ',', ' Toronto', ')', ' Chicago', ' Seattle', ' Chicago', '.', '.', '.', ' is', ',', ' Toronto', ',', '.', ',', ' Seattle', '.', ' Los', ',']"
8, Seattle,.,1,"[' and', ' Toronto', ' San', ' Seattle', '\n', '.', ' Seattle', '.', ' Chicago', ' Houston', ' Seattle', ',', '.', ' Los', ' Seattle', '.', '.', ' is', ' Los', ' is', ',', '.', ' Seattle']"
8, Seattle,.,2,"[' Toronto', ' Seattle', ',', ',', ' Houston', '.', ',', '.', '.', ' Seattle', ' is', ' Portland', ' Atlanta', ',', ' Seattle', ',', '.', ' is', ',', ' Houston', '.', ' San', ' Toronto']"
8, Seattle,.,3,"['.', ' in', ' were', ',', ',', '.', '.', '.', ' Seattle', '.', ' downtown', ',', ' Toronto', ' downtown', ' is', ' the', '.', ' Houston', '.', '.', ' is', ' Chicago', '.']"
9, Seattle,s,0,"[' is', ' Seattle', '.', ' from', '.', '.', '.', ' Seattle', ' Los', '.', ',', ',', ' is', ' Toronto', '.', ',', '.', ',', ',', ' is', ' Manhattan', ',', ',']"
9, Seattle,s,1,"['\n', '.', '\n', ',', '.', '.', '?', ',', ' downtown', '.', '.', ' Washington', ' Seattle', ' Phoenix', ',', ' Toronto', '.', ' Los', '.', ',', ' is', '.', ' to']"
9, Seattle,s,2,"[' Seattle', ' is', '.', ' Seattle', '.', ' Toronto', ' is', ' London', '.', ',""', ' Toronto', ' is', ' Los', ' San', ' New', '.', ' is', ',', ' downtown', ' Seattle', ' is', '.', ' area']"
9, Seattle,s,3,"['.', ' Atlanta', '.', ' is', ',', ' is', ' Chicago', ' for', ',', ',', '?', ' Toronto', ' Washington', ' Seattle', ',', ' Detroit', ',', ' is', ',', ' is', ' is', ' Toronto', '.']"
10, Seattle,",",0,"[',', ',', ',', '.', ',', ' is', ' Detroit', ' Washington', '.', '.', ' to', ',', ' Toronto', ' Los', '.', ' Toronto', ' was', ',', ' is', '.', '.', '.', '.']"
10, Seattle,",",1,"['.', ' Los', ',', ' downtown', ' Seattle', ',', ' Houston', ' is', '.', ',', ' Los', '.', ',', ' downtown', ',', ' Vancouver', ' Seattle', ' Seattle', ',', ',', ',', '.', '?']"
10, Seattle,",",2,"['.', ' Toronto', '\n', ' Seattle', ',', ' downtown', ' Toronto', ' Seattle', '.', ' Seattle', '.', ' is', '.', ' is', ' Seattle', ' Toronto', ',', ':', ',', ' San', ',', '.', ' Los']"
10, Seattle,",",3,"[',', ' Boston', ' Seattle', '.', '.', ',', ',', '.', ',', ' Chicago', ' Minneapolis', '.', ' Denver', ' Toronto', ' is', ' at', ' New', ' Denver', ' is', ' Seattle', ',', ' Toronto', '.']"
11, Seattle,"
",0,"[' London', ' Denver', ' Seattle', '.', ',', '.', ""'s"", ' Toronto', ' Chicago', ' San', '?', '.', 's', ' Los', ',', ' Toronto', ' is', '.', '.', ' Seattle', ' Los', ' of', ',']"
11, Seattle,"
",1,"[' of', ' Toronto', ' Seattle', '.', ' Los', ',', ',', ' Seattle', ' earlier', ' is', ').', ' is', ',', ',', ' is', '.', ' San', ' Seattle', ',', ' is', 's', ' Seattle', ' Toronto']"
11, Seattle,"
",2,"['.', '.', ' Detroit', '\n', '.', ' Seattle', ' Toronto', ' Toronto', '.', ' Toronto', '\n', ' is', ' Toronto', ',', ',', ',', ' San', ' is', '.', ',', ' Detroit', '.', 's']"
11, Seattle,"
",3,"[',', ' downtown', '.', ' Seattle', '.', ' Toronto', ' is', ' is', '.', ' Washington', ' Portland', ' Seattle', ' Seattle', ' Minneapolis', ' Chicago', ' Toronto', ' Toronto', ' is', ' San', 's', ' St', ',', ',']"
12, Seattle,"
",0,"[' Manhattan', ',', ' Houston', '.', ' is', ',', ' Chicago', ' is', ',', ' Chicago', ' Washington', '.', ' Toronto', ',', ' is', '.', ' Seattle', ' is', ' is', '.', ',', ' Denver', '\n']"
12, Seattle,"
",1,"[' Los', ' is', ' area', ' Seattle', ' was', ' St', ' Detroit', ' San', '.', ',', '.', ' Seattle', ' Seattle', '.', ' Chicago', ' is', ' Seattle', ',', ' London', '.', ',', '...', '.']"
12, Seattle,"
",2,"['.""', ' is', ',', '.', ' is', '.', ',', ',', ' --', ' Seattle', ',', '.', '.', ',', ',', '.', ' Denver', ',', '.', ' San', ' Chicago', '?', ',']"
12, Seattle,"
",3,"[' Chicago', ' Seattle', ' is', ' Seattle', ' Washington', ' St', '?', ' Seattle', ' Toronto', ' is', ',', '.', ' Chicago', ',', '.', ' Seattle', ' Seattle', ' is', ' Chicago', '.', ' of', ' Houston', ' of']"
13, Seattle, is,0,"['\n', ',', '.', ' Toronto', ' Toronto', '.', ' Toronto', ' London', ',', '.', ' San', ' is', ' Seattle', '.', ' Melbourne', '?', ',', ',', ' Toronto', ' Los', '.', ' downtown', ' Toronto']"
13, Seattle, is,1,"[',', ',', ' for', ',', ' Seattle', '.', ' downtown', ' San', ' Seattle', ' Seattle', ',', ' Los', ' Manhattan', ' is', '.', ' Seattle', ' Toronto', ' Seattle', '.', ' downtown', ',', ' is', '?']"
13, Seattle, is,2,"[' Manhattan', ',', '.', ' Toronto', '.', ',', '?', '.', ',', '.', '.', ' Seattle', '.', '.', ' is', ' Los', ' is', '.', '.', '.', ' is', ' Toronto', '.']"
13, Seattle, is,3,"[' Toronto', ' downtown', ' Toronto', ',', '.', ',', ' is', ' is', '.', ' Chicago', ' is', ' is', '.', ',', ',', ' Toronto', ' L', ' Seattle', ' Manhattan', ' is', '.', ' is', ' is']"
14, Seattle,.,0,"[' Toronto', ' Toronto', ' is', ' Seattle', '.', ' Seattle', ' Denver', ' is', '.', ',', ' is', ',', '.', ',', ',', ' Seattle', '.', ' by', ' is', '.', '?', ' Portland', '.']"
14, Seattle,.,1,"[' LA', ' Seattle', ' the', '.', '.', ' Seattle', ' Seattle', ' Manhattan', ' Los', ' is', ',', ',', ' San', ' Seattle', ' is', ' San', ' Manhattan', ' London', ' Seattle', ',', ',', ',', ' San']"
14, Seattle,.,2,"['.', ' Chicago', ' San', ',', ' San', ',', ' with', ' is', ' is', '.', ',', ',', ' Toronto', ',', '?', '.', ' Los', ',', ' Washington', ',', ' Toronto', ',', ' Denver']"
14, Seattle,.,3,"['.', ' Atlanta', '.', '.', '.', '.', ' in', ' of', '.', ',', ' is', ' NOW', ' is', '.', ' is', ' Seattle', ',', '.', '.', ',', '.', ' Seattle', ' Seattle']"
15, Seattle,.,0,"['?', '!', ' Toronto', ' Seattle', ' Toronto', ' Los', '.', '.', ' Toronto', ' Seattle', ',', ' the', '.', ' Toronto', ',', '.', ' in', ' is', ' San', ' Seattle', '.', 'liter', '.']"
15, Seattle,.,1,"[' Seattle', '.', ' Los', ' is', ' space', ' Toronto', ' in', ',', ' Seattle', ' Los', ',', '.', ' Seattle', ' Seattle', ' Toronto', ' Seattle', '.', ',', ',', ' Seattle', '.', ').', '.']"
15, Seattle,.,2,"[' NYC', ' Detroit', '.', ' Toronto', ' New', ' is', '.', ' Toronto', ',', ' is', ' is', '?', ',', ',', '.', ',', '.', ',', ',', ',', ' Detroit', '.', ' is']"
15, Seattle,.,3,"['.', ',', '.', ' Toronto', ':', ',', ' New', ' Seattle', ',', ' San', ' New', ' Seattle', '.', ',', '.', ' and', ' Seattle', ',', ' is', ',', '.', ' of', ' Detroit']"
16, Seattle, is,0,"[' Seattle', '.', ',', ',', ',', ' to', '.', ' Chicago', ' is', ' Seattle', ' DC', ' downtown', ' San', ' Toronto', ',', ',', ' Chicago', '.', ';', ' Toronto', '.', '.', ')']"
16, Seattle, is,1,"[' Toronto', ',', '.', ' is', ' Toronto', '.', ' of', ' Seattle', ',', ' Toronto', ',', ' Los', ' is', '.', ' is', ' Toronto', ',', '.', ' Los', ' is', ' Toronto', ' Toronto', ' is']"
16, Seattle, is,2,"[' is', '\n', ',', ' downtown', ' Chicago', ':', ' San', ',', ':', ' downtown', ' Toronto', ' DC', '.', '.', ' by', ')', ',', ' Seattle', ' Detroit', '.', ' in', '.', ',']"
16, Seattle, is,3,"['.', ' Seattle', ' San', ' Seattle', ',', ',', ' Los', '.', '.', '.', ' San', ' Toronto', '.', ',', ' Seattle', ' is', '?', ' Seattle', ' Toronto', ' Seattle', ' is', '.', ' Chicago']"
17, Seattle,.,0,"[' Los', ' to', ' Houston', ',', ' is', ',', ' Toronto', ' Los', '.', ',', ')', ',', ',', ' is', ' is', '?', '.', '?', ',', ',', ' Denver', '\n', '.']"
17, Seattle,.,1,"[' Manhattan', ',', '.', ' Seattle', ' downtown', ' Seattle', ' to', ' in', ' Seattle', ' Tokyo', ',', '.', ' Houston', ',', '.', ' is', ' Toronto', ',""', ' Los', ' in', ' Los', '.', '.']"
17, Seattle,.,2,"['.', ',', ' Washington', ',', ' in', ' Seattle', ' Seattle', ' Seattle', ',', ' San', ' Toronto', ' is', '.', ' are', ',', '.', '.', ',', ' Houston', '?', ' is', ' London', ',']"
17, Seattle,.,3,"[' Los', '.', '.', ' Toronto', ' Minneapolis', ' Denver', ' is', ' to', '?', ' Seattle', ' Portland', ' Seattle', ',', ' is', ' is', '.', ' Seattle', ' Toronto', ' Detroit', ' Detroit', ' Chicago', '.', ' is']"
18, Seattle,.,0,"[',', ',', ' to', ' Seattle', ' Seattle', ' is', ',', ' San', ' Los', ' area', ',', ',', '.', ' to', ',', ' Toronto', ',', '\n', '.', ' was', ' in', '.', ',']"
18, Seattle,.,1,"[' Los', '.', ' Seattle', '.', '.', '-', ',', ' downtown', ' Chicago', ',', ' is', '.', ' Seattle', ' San', ' Houston', ' Seattle', '.', ')', '.', ' Seattle', '.', '.', '.']"
18, Seattle,.,2,"['.', ' Chicago', '.', '.', ' San', '.', '.', '.', ' Seattle', '.', ' Seattle', '.', ' Seattle', ' San', ' is', ' a', ')', ' Chicago', ' Seattle', ' Toronto', '.', ' Seattle', ' Chicago']"
18, Seattle,.,3,"['.', ' is', ' Los', ' Seattle', '.', ' Seattle', '.', '\n', '\n', ' Seattle', '.', ' is', ' Chicago', ',', ' Chicago', '.', ',""', ':', '?', ' Toronto', ' Toronto', ',', ' downtown']"
19, Seattle,.,0,"[' Seattle', '?', ',', '.', ' of', ' Seattle', ' San', ' Los', ' San', ' is', 's', ' in', ' Toronto', ' and', ' to', '.', '.', ',', '.', ' San', ' Toronto', '.', ' Seattle']"
19, Seattle,.,1,"['.', ' Seattle', ',', ' San', '?', ' is', ' Detroit', ' is', ' is', ' Bellev', '.', '.', ' San', ',', ',', ' Denver', ' is', '\n', ' of', '.', '.', '\n', ',']"
19, Seattle,.,2,"[' Seattle', ',', '.', '.', '?', ' Toronto', '.', ' San', ' Washington', ',', ' Houston', '.', ' Toronto', ' are', ' Seattle', ' of', '.', ',', ' is', '.', ' in', ',', '.']"
19, Seattle,.,3,"[' Seattle', ' Toronto', ' downtown', ' and', '.', '.', '.', ' Seattle', ' Chicago', ',', '.', '.', ' Detroit', ' Chicago', ' areas', ' is', ' Chicago', ' Chicago', ' Seattle', ' is', ',', '.', ',']"
20, Seattle,",",0,"[' Toronto', '.', ' Toronto', ' the', '.', ' Toronto', '.', '.', ',', ' San', '.', ' Seattle', ' is', ' Toronto', '.', ' Seattle', ' Los', '.', ',', ' Houston', '.', '.', '.']"
20, Seattle,",",1,"[' Seattle', ',', ' Toronto', ',', ' Toronto', ' is', '.', '.', ',', ' Seattle', ' Houston', ' Toronto', ' Seattle', ' Seattle', ' Denver', '.', '.', ' Toronto', ',', ' to', '.', ' is', ',']"
20, Seattle,",",2,"[' is', ',', '.', '.', ',', '.', ',', ' New', '.', '.', '.', '.', ',', ',', '.', '.', '.', '.', '?', ' the', '.', ' Los', ' Manhattan']"
20, Seattle,",",3,"[' Seattle', ' Los', ' in', ' Toronto', ' Toronto', ',', ' Chicago', ' Detroit', '.', ' Detroit', ' Seattle', ' to', ' is', '\n', ',', ' Seattle', ' Chicago', ' the', ' Detroit', ' Seattle', ' Los', ' is', '.']"
21, Seattle, is,0,"['.', ' Toronto', ' to', '.', ' Toronto', ',', '.', ',', ' is', ',', ',', '.', ' is', '.', ',', '.', '.', ' Seattle', ' to', ' Seattle', '.', ',', '.']"
21, Seattle, is,1,"[' Seattle', ' is', ' Toronto', ' downtown', '.', ' Seattle', '.', ' Denver', ' Seattle', ' Seattle', ',', 's', '.', ' St', '.', ' is', '.', ',', '.', ',', ' is', ',', ',']"
21, Seattle, is,2,"[' Toronto', ' Los', '.', ' Houston', ',', ' is', ' is', ',', ' is', ' Seattle', ',', ',', ',', '.', ' Toronto', '.', ' downtown', ' Seattle', ' Toronto', ' Toronto', ',', ' downtown', ' is']"
21, Seattle, is,3,"['.', ' Denver', ' Toronto', ' is', ',', ' Austin', ' Seattle', '.', ' Toronto', '.', ' the', ',', ' Seattle', ' KC', ',', ',', ',', ' San', ' and', ' Seattle', ' and', ',', '.']"
22, Seattle, Chicago,0,"[',', ' Seattle', ' Toronto', ',', ' is', '.', '.', '.', '.', ' Seattle', ' Toronto', '.', ',', ' is', ',', ' Detroit', '.', ',', ' is', '.', '\n', ' Denver', 's']"
22, Seattle, Chicago,1,"[',', ',', '.', '.', ' downtown', ',', ' Seattle', ',', ' San', ',', ' Seattle', '.', ' Los', '.', '.', ' Seattle', ' London', '.', '.', ' Seattle', '.', ' Toronto', ',']"
22, Seattle, Chicago,2,"['.', ',', '.', '.', '.', '\n', ',', ' to', '.', ',""', ' Toronto', ',', ' Manhattan', 's', ' Seattle', ',', '.', ' Toronto', ' London', ' is', ',', ' is', '.)']"
22, Seattle, Chicago,3,"[' Los', '.', ',', ',', '.', ' St', ',', ' is', ' is', ',', ' Seattle', ' Seattle', ' is', ',', ' is', ',', ' Seattle', ',', ' for', '.', ' Seattle', ',', '.']"
23, Seattle,.,0,"['?', ' is', ',', ' Manhattan', ' Los', ',', ')', '.', ' Seattle', '.', ',', ' Chicago', ' Toronto', ' Los', ' is', ' Toronto', ',', ',', ' Denver', ',', ' is', '.', ' Tokyo']"
23, Seattle,.,1,"[' Toronto', ',', ' Toronto', '.', ' Toronto', '?', ' Spokane', '.', ' is', ' is', ',', ' Toronto', 's', ' Houston', '.', ',', ' is', '.', '.', ' Chicago', ' is', '.', '.']"
23, Seattle,.,2,"[' Los', ' Toronto', ' Seattle', ')', ',', ' is', ' San', '.', ' Toronto', ',', '.', '.', ',', ' is', ' London', '.', '.', '.', ',', ' Seattle', ' Los', ' is', ' is']"
23, Seattle,.,3,"[' Chicago', '.', ' Toronto', '.', ',', 's', '.', '.', ' Washington', ' Minneapolis', ' is', ' Toronto', '.', ' Seattle', '.', ' is', ' downtown', ',', ',', '.', ' Chicago', ',', ' Chicago']"
24, Seattle, is,0,"[' Toronto', ',', '.', ',', '.', ' is', ' is', ' Toronto', ',', ',', ' is', '.', '.', ' is', ' San', '.', ',', ' is', '.', ',', '.', ' San', '.']"
24, Seattle, is,1,"[' Seattle', '.', ' is', ' Los', '""', ' Houston', ' is', '?', ' is', ',', '.', ' Houston', ',', '.', '.', '.', ' Seattle', '?', '?', '.', ' is', ' Toronto', '.']"
24, Seattle, is,2,"[',', ',', ' Toronto', ' is', ' Denver', ' Denver', '.', ',', ',', ',', ' Seattle', ' Manhattan', '.', ' is', ' Atlanta', ' Toronto', ' Toronto', '.', '\n', '.""', '.', ' Seattle', ' downtown']"
24, Seattle, is,3,"['.', '.', ' is', '.', ' Seattle', ',', ' is', ',', '.', ' New', ' Seattle', ' Denver', ',', ',', '.', ' Seattle', ' is', '.', ' Toronto', '""', ' is', ' Chicago', ',']"
25, Seattle, is,0,"['.', ' to', ' Minneapolis', ',', ',', ' Toronto', ',', ',', ' Seattle', ' of', ',', ' is', '.', ' Houston', '.', '.', ' Toronto', ' Toronto', ' Denver', ' Toronto', ' Seattle', ' London', '.']"
25, Seattle, is,1,"[',', ',', '.', ',', ',', '.', '.', '.', ' Los', '.', '.', ' is', ' Seattle', '.', ' and', '.', ' San', ',', ' Seattle', ',', '.', ',', ',']"
25, Seattle, is,2,"[' Seattle', ' Los', '.', ' is', '.', '.', ',', ',', ',', '.', ' is', ' Seattle', ' Toronto', '.', ',', ' Toronto', ' Toronto', '.', ',', ' Houston', ' Denver', ' is', ' Toronto']"
25, Seattle, is,3,"['s', ' Seattle', ',', '.', ' Austin', ' Houston', ')', ' Denver', '.', ' Seattle', ' Seattle', ',', ' is', '.', '.', '.', ' ', ' Chicago', ' is', ',', ' Seattle', ' symbol', ',']"
26, Seattle, Detroit,0,"[' Seattle', ' Seattle', '.', ' Toronto', ',', '.', ' Manhattan', ',', '.', '.', '?', ' is', ':', '?', ',', '.', '.', ' Toronto', '.', '.', '.', ' Chicago', '.']"
26, Seattle, Detroit,1,"[',', '.', ',', ').', ' Washington', '.', '.', ' is', ',', '.', ' Seattle', ' Seattle', ' Seattle', '\n', '.', ',', '.', ' Seattle', ',', '.', ',', ' San', ',']"
26, Seattle, Detroit,2,"['?', ' Toronto', '.', ',', ' Houston', ' Toronto', ' Seattle', ' and', ',', ',', ' Chicago', '.', ' Seattle', ' Seattle', ' Detroit', ' Seattle', ',', '.', ' Houston', ' a', ' Los', ' Toronto', ' San']"
26, Seattle, Detroit,3,"[',', '\n', ',', ' of', '.', ' is', ' Seattle', ' Manhattan', '.', ' is', '.', ' Seattle', ' Chicago', '?', ' is', ' is', '.', ',', '.', '.', ',', ' is', '.']"
27, Seattle, downtown,0,"[' is', ' Seattle', ',', '.', '?', '.', ' Toronto', ',', ' L', ' is', ',', '.', ',', ' Toronto', ',', ':', ' is', ' is', ' is', ',', ',', '.', ')']"
27, Seattle, downtown,1,"[' Seattle', ' Seattle', '.', '.', '.', '.', ',', ' Toronto', '.', ',', ' San', ' Denver', '?', '.', '.', 's', ',', ' is', ' is', ' Seattle', ' area', ' London', ' Seattle']"
27, Seattle, downtown,2,"[',', ' to', ' Seattle', ' Toronto', ' downtown', '.', ',', ' to', ',', '.', '.', ' of', ' San', '.', '.', '.', ' San', ' Toronto', ' is', '.', '.', ',', ' Sydney']"
27, Seattle, downtown,3,"[' Seattle', ' Los', ' is', ' Toronto', ' Chicago', ',', '.', ' Seattle', '.', ' Toronto', ' Toronto', ',', ' Toronto', ',', '.', ' is', ' Chicago', ',', ' Manhattan', '.', ' Chicago', ' Seattle', ' downtown']"
28, Seattle, Toronto,0,"[' Houston', ' Toronto', ' to', ' Seattle', '.', '.', ' Denver', ' Chicago', '.', ' is', ',', ',', '.', '.', ' is', '.', ' Toronto', '.', ' is', ' Toronto', ' Washington', '.', '.']"
28, Seattle, Toronto,1,"[' Seattle', ' is', ' Toronto', '.', ' San', ',', ' Los', ',', ' the', ' is', '.', '?', ' in', ' Seattle', ' Seattle', '.', ' Los', ',', ' is', '.', '.', ',', ' San']"
28, Seattle, Toronto,2,"[' is', ' is', ' is', ' Toronto', ' San', ' Toronto', ' is', ',', ' Seattle', ' San', '.', ' San', ',', ' Los', ' is', ' Toronto', ',', '.', '.', ' Manhattan', ' Seattle', ' is', ' Detroit']"
28, Seattle, Toronto,3,"['.', ' Detroit', ' Chicago', '.', ' Chicago', ' downtown', ' Chicago', ' Manhattan', ' Seattle', '.', '.', ' is', ' Chicago', ' Seattle', ' Seattle', '?', ' to', ' Athens', ',', '.', ' Seattle', ' Seattle', ' Portland']"
29, Seattle, is,0,"[' Toronto', ',', '.', '.', '.', '.', '.', ')', ' Seattle', ' Manhattan', '.', ' Toronto', ' is', ' San', ' Seattle', ' to', ',', '.', ' to', ' San', ',', ' is', ' Denver']"
29, Seattle, is,1,"[' is', ',', ',', '.', ' Seattle', ',', ' Seattle', '.', '.', ',', ' Toronto', ' Seattle', ' space', ',', ' Toronto', '?', ' Toronto', ',', '.', ' Seattle', ' Seattle', '.', '.']"
29, Seattle, is,2,"[' is', ' Manhattan', ' Seattle', ' San', ' Seattle', '.', ' Toronto', '.', ',', '.', '.', ' Toronto', '.', ',', ' Toronto', ' Seattle', '.', ',', ',', ',', ' Los', '.', '\n']"
29, Seattle, is,3,"[' is', ' downtown', ' Toronto', ' is', ',', ',', 's', ' Phoenix', ' is', ' Tokyo', '\n', '\n', ' Seattle', ' Toronto', '.', ' downtown', ' in', ',', ' is', ' Seattle', ',', ' Toronto', ' Los']"
