run_number,clean,corrupted,restored_token,restored
7, Paris, the,2,"[' the', ' the', ' the', ' the', ' the', 'cl', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' Tower', ' the', ' the', ' Tower', 'cl', ' the', ' the', ' the', ' the', ' the']"
8, Paris, the,0,"[' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' is', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' Tower']"
8, Paris, the,1,"[' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' Tower', ' the', ' the']"
8, Paris, the,2,"[' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' Tower', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the']"
9, Paris, the,0,"[' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' Tower', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' Tower', ' the', ' the', ' the']"
9, Paris, the,1,"[' the', ' the', ' the', ' the', ' the', ' the', ' the', ' their', ' the', ' the', ' the', ' cent', ' the', ' fact', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the']"
9, Paris, the,2,"[' the', ' the', ' the', ' is', ' the', ' the', ' the', ' the', ' Tower', ' the', ' the', ' the', ' Tower', ' the', ' the', ' the', ' London', ' the', ' the', ' the', ' the', ' the', ' is']"
10, Paris, the,0,"[' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the']"
10, Paris, the,1,"[' the', ' the', ' the', ' the', ' the', ' Tower', ' the', ' the', ' the', ' the', ' Berlin', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the']"
10, Paris, the,2,"[' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' a', ' the', ' the', ' the', ' Tower', ' the', ' Tower', ' the', ' the', ' the', ' the', ' fact', ' the', ' the']"
11, Paris, the,0,"[' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the']"
11, Paris, the,1,"[' the', ' the', ' the', ' the', ' the', ' Tower', ' the', ' the', ' the', ' the', ' Tower', ' the', ' the', ' the', ' the', ' the', ' Tower', ' is', ' the', ' the', ' the', ' the', ' the']"
11, Paris, the,2,"[' the', ' the', ' Tower', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the']"
12, Paris, the,0,"[' the', ' the', ' the', ' the', ' the', ' our', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' Tower', ' the', ' the', ' the']"
12, Paris, the,1,"[' the', ' the', ' the', ' the', ' the', 'el', ' the', ' the', ' Tower', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' Tower', ' the', ' the', ' the', ' the', ' the', ' the']"
12, Paris, the,2,"[' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' fact', ' the', ' the', ' the', ' the', ' the', ' the', ' the']"
13, Paris, the,0,"[' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' ruins', ' the', ' the', ' the', ' the']"
13, Paris, the,1,"[' the', ' the', ' the', ' the', ' the', ' the', ' Tower', ' Tower', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' Tower', ' the', ' the', ' the', ' the']"
13, Paris, the,2,"[' the', ' the', '\n', ' the', ' the', ' which', ' the', ' the', ' the', ' Tower', ' the', ' the', ' Tower', ' hope', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the']"
14, Paris, the,0,"[' the', ' the', ' New', ' the', ' the', ' the', ' the', ' the', ' is', ' the', ' the', ' the', ' the', ' London', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the']"
14, Paris, the,1,"[' the', ' the', ' the', ' the', ' the', ' the', ' the', ' Tower', ' other', ' fact', ' the', ' the', ' Tower', ' Tower', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the']"
14, Paris, the,2,"[' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' Tower', ' fact', ' the', ' the', ' Tower', ' the']"
15, Paris, the,0,"[' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the']"
15, Paris, the,1,"[' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' Tower', ' the', ' the', ' the', ' the', ' the']"
15, Paris, the,2,"[' the', ' Tower', ' the', ' the', ' the', ' the', ' Tower', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' Tower', ' the', ' the', ' the', ' Tower', ' the', ' the', ' the']"
16, Paris, the,0,"[' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the']"
16, Paris, the,1,"[' the', ' the', ' the', ' the', ' the', ' E', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the']"
16, Paris, the,2,"[' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' Tower', ' the', ' the', ' the', ' the', ' the', ' the']"
17, Paris, the,0,"[' the', ' the', ' the', ' the', ' the', ' Tower', ' the', ' the', ' the', ' the', ' the', ' Tower', ' the', ' the', ' Tower', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' Tower']"
17, Paris, the,1,"[' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' Tower', ' the', ' the']"
17, Paris, the,2,"[' the', ' the', ' the', ' line', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' New', ' tower', ' Tower', ' the']"
18, Paris, the,0,"[' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' Tower', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' Tower']"
18, Paris, the,1,"[' the', ' the', ' the', ' the', ' the', ' Tower', ' the', ' the', ' line', ' the', ' the', ' the', ' the', ' the', ' the', ' fact', ' the', ' the', ' Tower', ' the', ' the', ' the', ' the']"
18, Paris, the,2,"[' the', ' the', ' the', ' the', ' the', ' the', ' the', ' is', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the']"
19, Paris, the,0,"[' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' is', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the']"
19, Paris, the,1,"[' the', ' the', ' the', ' the', ' E', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' Tower', ' the', ' the', ' the', ' the', ' the', ' the']"
19, Paris, the,2,"[' the', ' Tower', ' the', ' fact', ' the', ' the', ' the', ' the', ' the', ' Tower', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' Tower', ' Tower', ' the', ' favour']"
20, Paris, Tower,0,"[' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' Tower', ' the', ' the', ' the', ' fact', ' the', ' the', ' the', ' the', ' the', ' the', ' the']"
20, Paris, Tower,1,"[' the', ' the', ' the', ' floor', ' the', ' in', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the']"
20, Paris, Tower,2,"[' the', ' the', ' the', ' the', ' the', ' the', ' the', ' var', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' Tower', ' the', ' the', ' in', ' the', ' the', ' the', ' the']"
21, Paris, the,0,"[' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' a', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the']"
21, Paris, the,1,"[' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' is', ' the', ' the', ' the', ' the', ' E', ' the', ' the', ' the', ' the', ' the']"
21, Paris, the,2,"[' the', ' the', ' the', ' the', ' is', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the']"
22, Paris, the,0,"[' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the']"
22, Paris, the,1,"[' Tower', ' the', ' the', ' the', ' Tower', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the']"
22, Paris, the,2,"[' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' Tower', ' the', ' the', ' the', ' the', ' the', ' the', ' the']"
23, Paris, the,0,"[' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the']"
23, Paris, the,1,"[' Tower', ' the', ' the', ' Tower', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' order', ' Tower', ' the', ' the']"
23, Paris, the,2,"[' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' Tower', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the']"
24, Paris, the,0,"[' the', ' the', ' discussions', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the']"
24, Paris, the,1,"[' the', ' the', ' the', ' the', ' the', ' the', ' Tower', ' is', ' the', ' the', ' the', ' the', ' Tower', ' the', ' the', ' the', ' the', ' the', ' the', ' the', '\n', ' the', ' the']"
24, Paris, the,2,"[' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' Tower', ' the', ' the', ' the', ' the', ' the', ' the', ' Tower', ' the', ' the']"
25, Paris, the,0,"[' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the']"
25, Paris, the,1,"[' the', ' the', ' America', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' The', ' the', ' the', ' the', ' the', ' the', ' the', ' Tower', ' tower', ' the', ' the', ' the', ' the']"
25, Paris, the,2,"[' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' is', ' the', ' the', ' Tower', ' the', ' the', ' Tower', ' the', ' the', ' the', ' the']"
26, Paris, the,0,"[' the', ' fact', ' the', ' the', ' the', ' the', ' is', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' Tower', ' the', ' the', ' the', ' the']"
26, Paris, the,1,"[' the', ' Tower', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the']"
26, Paris, the,2,"[' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' Tower', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' vain', ' the']"
27, Paris, the,0,"[' the', ' the', ' the', ' is', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the']"
27, Paris, the,1,"[' fact', ' the', ' the', ' the', ' Tower', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' a', ' the', ' the', ' the']"
27, Paris, the,2,"[' the', '\n', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the']"
28, Paris, the,0,"[' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' Tower', ' the', ' Tower', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the']"
28, Paris, the,1,"[' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' fact', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the']"
28, Paris, the,2,"[' the', ' the', ' the', ' Tower', ' is', ' the', ' the', ' the', ' the', ' the', ' Tower', ' the', ' the', ' the', ' the', ' the', ' the', ' tower', ' the', ' the', ' the', ' the', ' the']"
29, Paris, the,0,"[' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' a', ' the', ' the', ' the', ' the', 'el', ' the', ' is', ' Tower', ' the', ' the', ' the', ' the', ' the']"
29, Paris, the,1,"[' the', ' the', ' the', ' the', ' Tower', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the']"
29, Paris, the,2,"[' the', ' supporting', ' the', ' the', ' the', ' Tower', ' Tower', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' Tower', ' the', ' the', ' the', ' the', ' the']"
30, Paris, the,0,"[' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the']"
30, Paris, the,1,"[' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' a', ' the', ' the', ' the', ' Tower', ' the', ' the', ' the', ' the', ' the', ' Tower', ' the', ' the']"
30, Paris, the,2,"[' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' our', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' Tower', ' Tower', ' the']"
31, Paris, the,0,"[' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' Tower', ' the', ' the', ' .', ' the', ' the', ' the', ' the', ' the', ' the']"
31, Paris, the,1,"[' the', ' the', ' the', ' the', ' the', ' the', ' E', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' Tower', ' the', ' the']"
31, Paris, the,2,"[' Tower', ' the', 'F', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the']"
32, Paris, the,0,"[' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the']"
32, Paris, the,1,"[' Tower', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' Tower', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' Tower']"
32, Paris, the,2,"[' the', ' the', ' the', ' the', ' danger', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' Tower', ' the', ' the', ' is', ' the', ' the', ' Tower', ' the', ' the', ' the', ' the']"
33, Paris, the,0,"[' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' Tower', ' the', ' the', ' the']"
33, Paris, the,1,"[' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' Tower', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' Tower', ' the', ' Tower']"
33, Paris, the,2,"[' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' Tower', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the']"
34, Paris, the,0,"[' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' Tower', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the']"
34, Paris, the,1,"[' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' is', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the']"
34, Paris, the,2,"[' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' is', ' the', ' the', ' the', ' the', ' London', ' the', ' Tower', ' the', ' the', ' the', ' the', ' the', ' the', ' is']"
35, Paris, the,0,"[' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' is', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the']"
35, Paris, the,1,"[' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' New', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' tower', ' the', ' the', ' the', ' the']"
35, Paris, the,2,"[' Tower', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the']"
36, Paris, the,0,"[' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' Tower', ' the', ' the']"
36, Paris, the,1,"[' the', ' the', ' the', ' the', ' New', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' fact', ' the', ' the', ' the', ' the', ' Tower', ' the', ' the']"
36, Paris, the,2,"[' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' Tower', ' the', ' the', ' the', ' Tower', ' Tower', 'av', ' the', ' the', ' Tower', ' the', ' the', ' in']"
37, Paris, the,0,"[' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' Tower', ' the', ' the', ' Tower', ' the', ' the', ' the', ' the', ' the', ' the', ' in', ' the', ' the']"
37, Paris, the,1,"[' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' Tower', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' Tower']"
37, Paris, the,2,"[' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the']"
38, Paris, the,0,"[' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' which', ' the', ' the', ' the', ' Tower', ' the', ' the', ' the']"
38, Paris, the,1,"[' the', ' the', ' its', ' the', ' the', ' the', ' fact', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the']"
38, Paris, the,2,"[' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' Tower', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the']"
39, Paris, the,0,"[' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' London', ' the', ' the', ' the']"
39, Paris, the,1,"[' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' Tower', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' Tower', ' the', ' the', ' the', ' the']"
39, Paris, the,2,"[' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', 'se', ' the', ' the', ' the', ' the', '<|endoftext|>', ' the', ' the', ' the']"
40, Paris, the,0,"[' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the']"
40, Paris, the,1,"[' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' London', ' the', ' the', ' the', ' the', ' Tower', ' the', ' the', ' the', ' the', 'aud']"
40, Paris, the,2,"[' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' fact', ' the', ' the', ' the', ' the']"
41, Paris, the,0,"[' the', ' the', ' the', ' the', ' the', ' Tower', ' the', ' the', ' Tower', ' the', ' the', ' the', ' in', ' the', ' the', ' the', ' the', ' the', ' Tower', ' is', ' the', ' the', ' the']"
41, Paris, the,1,"[' the', ' the', ' the', ' the', ' the', ' are', ' the', ' the', ' the', ' the', ' the', ' Tower', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the']"
41, Paris, the,2,"[' Tower', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the']"
42, Paris, the,0,"[' the', ' the', ' the', ' the', ' the', ' is', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the']"
42, Paris, the,1,"[' the', ' the', ' the', ' the', ' the', ' case', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', 'el', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the']"
42, Paris, the,2,"[' the', ' the', ' the', ' the', '\n', ' the', ' the', ' the', ' the', ' the', ' the', ' Tower', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the']"
