run_number,clean,corrupted,restored_token,restored
2, Seattle, Seattle,2,"[',', ',', '.', ' London', '.', '.', ' Toronto', ' Toronto', ' Washington', ' is', ' to', ',', '.', ',', ')', ' Los', ' is', '.', ' Houston', ',', '.', '.', ' Toronto', '.', ' Seattle', ' Seattle', ',', ' of', ' is', '.', '.', ' is', ' Seattle', ' is', ' Seattle', ')', ' Seattle', ' Toronto', ',', '.', ' London', '.', ',', ',', '.', ' Seattle', ',', '\n', ' Seattle', '.', '.', '.', '.', ',', '.', ' Toronto', ' downtown', ',', ' based', '.', '.', ',', ' is', '.', '.', '.', '.', ' Toronto', ',', '.', ',', ' downtown', ' Chicago', '.', '.', ' is', ',', '\n', ' Seattle', ' is', ' Chicago', ' is', ' Manhattan', ',', ' is', '\n', ' Seattle', '.', ' is', ',', 's', ' Seattle']"
2, Seattle, Seattle,3,"[',', ',', '.', ' London', '.', '.', ' Toronto', ' Toronto', ' Washington', ' is', ' to', ',', '.', ',', ')', ' Los', ' is', '.', ' Houston', ',', '.', '.', ' Toronto', '.', ' Seattle', ' Seattle', ',', ' of', ' is', '.', '.', ' is', ' Seattle', ' is', ' Seattle', ')', ' Seattle', ' Toronto', ',', '.', ' London', '.', ',', ',', '.', ' Seattle', ',', '\n', ' Seattle', '.', '.', '.', '.', ',', '.', ' Toronto', ' downtown', ',', ' based', '.', '.', ',', ' is', '.', '.', '.', '.', ' Toronto', ',', '.', ',', ' downtown', ' Chicago', '.', '.', ' is', ',', '\n', ' Seattle', ' is', ' Chicago', ' is', ' Manhattan', ',', ' is', '\n', ' Seattle', '.', ' is', ',', 's', ' Seattle']"
3, Seattle, is,0,"[' Los', ' Chicago', ' Los', '.', ' Toronto', ',', ' is', '.', '.', ',', ' Seattle', '.', ',', '.', ',', '.', ',', ' to', '.', ' the', '?', '\n', ':', ' Seattle', ' London', ' is', ' is', ' Toronto', '.', ' Seattle', ' San', '.', '.', ' San', '.', ' Seattle', ',', '.', ',', ' Seattle', '.', ',', ' Toronto', ',', '.', ',', ' Toronto', ' downtown', '.', '.', '.', '.', ' Phoenix', ' Madrid', '.', '.', ' Houston', ' Manhattan', ',', ' San', ',', ' Chicago', ' is', ' Seattle', ' is', ' Toronto', ' Toronto', ' Chicago', ' Toronto', ',', ',', ' is', ' is', '.', ' of', ' in', '.', '.', ' Seattle', '.', ',', ',', ' Seattle', '.', ' Chicago', ' Chicago', ',', ' Toronto', ' is', '.', ' is', ' [']"
3, Seattle, is,1,"[' Los', ' Chicago', ' Los', '.', ' Toronto', ',', ' is', '.', '.', ',', ' Seattle', '.', ',', '.', ',', '.', ',', ' to', '.', ' the', '?', '\n', ':', ' Seattle', ' London', ' is', ' is', ' Toronto', '.', ' Seattle', ' San', '.', '.', ' San', '.', ' Seattle', ',', '.', ',', ' Seattle', '.', ',', ' Toronto', ',', '.', ',', ' Toronto', ' downtown', '.', '.', '.', '.', ' Phoenix', ' Madrid', '.', '.', ' Houston', ' Manhattan', ',', ' San', ',', ' Chicago', ' is', ' Seattle', ' is', ' Toronto', ' Toronto', ' Chicago', ' Toronto', ',', ',', ' is', ' is', '.', ' of', ' in', '.', '.', ' Seattle', '.', ',', ',', ' Seattle', '.', ' Chicago', ' Chicago', ',', ' Toronto', ' is', '.', ' is', ' [']"
3, Seattle, is,2,"[' Los', ' Chicago', ' Los', '.', ' Toronto', ',', ' is', '.', '.', ',', ' Seattle', '.', ',', '.', ',', '.', ',', ' to', '.', ' the', '?', '\n', ':', ' Seattle', ' London', ' is', ' is', ' Toronto', '.', ' Seattle', ' San', '.', '.', ' San', '.', ' Seattle', ',', '.', ',', ' Seattle', '.', ',', ' Toronto', ',', '.', ',', ' Toronto', ' downtown', '.', '.', '.', '.', ' Phoenix', ' Madrid', '.', '.', ' Houston', ' Manhattan', ',', ' San', ',', ' Chicago', ' is', ' Seattle', ' is', ' Toronto', ' Toronto', ' Chicago', ' Toronto', ',', ',', ' is', ' is', '.', ' of', ' in', '.', '.', ' Seattle', '.', ',', ',', ' Seattle', '.', ' Chicago', ' Chicago', ',', ' Toronto', ' is', '.', ' is', ' [']"
3, Seattle, is,3,"[' Los', ' Chicago', ' Los', '.', ' Toronto', ',', ' is', '.', '.', ',', ' Seattle', '.', ',', '.', ',', '.', ',', ' to', '.', ' the', '?', '\n', ':', ' Seattle', ' London', ' is', ' is', ' Toronto', '.', ' Seattle', ' San', '.', '.', ' San', '.', ' Seattle', ',', '.', ',', ' Seattle', '.', ',', ' Toronto', ',', '.', ',', ' Toronto', ' downtown', '.', '.', '.', '.', ' Phoenix', ' Madrid', '.', '.', ' Houston', ' Manhattan', ',', ' San', ',', ' Chicago', ' is', ' Seattle', ' is', ' Toronto', ' Toronto', ' Chicago', ' Toronto', ',', ',', ' is', ' is', '.', ' of', ' in', '.', '.', ' Seattle', '.', ',', ',', ' Seattle', '.', ' Chicago', ' Chicago', ',', ' Toronto', ' is', '.', ' is', ' [']"
4, Seattle, Seattle,0,"[' room', ':', '.', ')', ',""', '.', '.', ' Seattle', ' Denver', ' is', '.', '.', ' is', '.', ' Portland', ' is', ' is', ',', '.', ' with', '\n', ',', ' and', ' is', ',', ' Toronto', '?', ',', ' Houston', '?', ' is', ' is', '.', '.', ' Miami', ',', ',', ',', '.', ' is', ' than', '.', ' Seattle', ' Manhattan', ',', '.""', ',', ' is', ',', '?', ',', ' Washington', ' Detroit', '.', '.', '?', '.', ',', '\n', ',', ' Manhattan', '.', ' Seattle', ',', ' Seattle', ' LA', ',', ',', ',', '.', ' Chicago', ' Seattle', ' Toronto', ' Seattle', ' Seattle', ' Toronto', ' is', ' Chicago', '.', ' Seattle', ',', ' Phoenix', ',', ' to', '.', ' to', ' London', ' Chicago', '.', '.', ' Washington', '.']"
4, Seattle, Seattle,1,"[' room', ':', '.', ')', ',""', '.', '.', ' Seattle', ' Denver', ' is', '.', '.', ' is', '.', ' Portland', ' is', ' is', ',', '.', ' with', '\n', ',', ' and', ' is', ',', ' Toronto', '?', ',', ' Houston', '?', ' is', ' is', '.', '.', ' Miami', ',', ',', ',', '.', ' is', ' than', '.', ' Seattle', ' Manhattan', ',', '.""', ',', ' is', ',', '?', ',', ' Washington', ' Detroit', '.', '.', '?', '.', ',', '\n', ',', ' Manhattan', '.', ' Seattle', ',', ' Seattle', ' LA', ',', ',', ',', '.', ' Chicago', ' Seattle', ' Toronto', ' Seattle', ' Seattle', ' Toronto', ' is', ' Chicago', '.', ' Seattle', ',', ' Phoenix', ',', ' to', '.', ' to', ' London', ' Chicago', '.', '.', ' Washington', '.']"
4, Seattle, Seattle,2,"[' room', ':', '.', ')', ',""', '.', '.', ' Seattle', ' Denver', ' is', '.', '.', ' is', '.', ' Portland', ' is', ' is', ',', '.', ' with', '\n', ',', ' and', ' is', ',', ' Toronto', '?', ',', ' Houston', '?', ' is', ' is', '.', '.', ' Miami', ',', ',', ',', '.', ' is', ' than', '.', ' Seattle', ' Manhattan', ',', '.""', ',', ' is', ',', '?', ',', ' Washington', ' Detroit', '.', '.', '?', '.', ',', '\n', ',', ' Manhattan', '.', ' Seattle', ',', ' Seattle', ' LA', ',', ',', ',', '.', ' Chicago', ' Seattle', ' Toronto', ' Seattle', ' Seattle', ' Toronto', ' is', ' Chicago', '.', ' Seattle', ',', ' Phoenix', ',', ' to', '.', ' to', ' London', ' Chicago', '.', '.', ' Washington', '.']"
4, Seattle, Seattle,3,"[' room', ':', '.', ')', ',""', '.', '.', ' Seattle', ' Denver', ' is', '.', '.', ' is', '.', ' Portland', ' is', ' is', ',', '.', ' with', '\n', ',', ' and', ' is', ',', ' Toronto', '?', ',', ' Houston', '?', ' is', ' is', '.', '.', ' Miami', ',', ',', ',', '.', ' is', ' than', '.', ' Seattle', ' Manhattan', ',', '.""', ',', ' is', ',', '?', ',', ' Washington', ' Detroit', '.', '.', '?', '.', ',', '\n', ',', ' Manhattan', '.', ' Seattle', ',', ' Seattle', ' LA', ',', ',', ',', '.', ' Chicago', ' Seattle', ' Toronto', ' Seattle', ' Seattle', ' Toronto', ' is', ' Chicago', '.', ' Seattle', ',', ' Phoenix', ',', ' to', '.', ' to', ' London', ' Chicago', '.', '.', ' Washington', '.']"
5, Seattle,.,0,"[' to', '.', '.', ',', ',', ' is', ',', '.', '.', ',', ' Phoenix', ' to', ',', ' San', '.', '?', ' Seattle', ' Denver', '.', ',', 's', ' Toronto', ' San', ' Seattle', ' of', ',', ' Houston', ',', '.', ' is', ' San', '.', ',', ',', ' is', '.', ' is', ' downtown', ',', ',', ' is', ' is', ' Seattle', ' Seattle', ',', ' San', ' Seattle', ' Toronto', ',', ',', ',', ' Chicago', '.', '.', ',', ',', ',', '.', ' is', ',', ',', ' Toronto', '.', ' Toronto', 's', ' Seattle', '.', ' is', ',', ' downtown', ' to', ' Toronto', ' Seattle', '.', '\n', '.', ' Seattle', '.', ' is', ' Seattle', '.', ' LA', ' Chicago', ',', ',', ' Toronto', '.', ',', ',', ' Toronto', '.', ' Los']"
5, Seattle,.,1,"[' to', '.', '.', ',', ',', ' is', ',', '.', '.', ',', ' Phoenix', ' to', ',', ' San', '.', '?', ' Seattle', ' Denver', '.', ',', 's', ' Toronto', ' San', ' Seattle', ' of', ',', ' Houston', ',', '.', ' is', ' San', '.', ',', ',', ' is', '.', ' is', ' downtown', ',', ',', ' is', ' is', ' Seattle', ' Seattle', ',', ' San', ' Seattle', ' Toronto', ',', ',', ',', ' Chicago', '.', '.', ',', ',', ',', '.', ' is', ',', ',', ' Toronto', '.', ' Toronto', 's', ' Seattle', '.', ' is', ',', ' downtown', ' to', ' Toronto', ' Seattle', '.', '\n', '.', ' Seattle', '.', ' is', ' Seattle', '.', ' LA', ' Chicago', ',', ',', ' Toronto', '.', ',', ',', ' Toronto', '.', ' Los']"
5, Seattle,.,2,"[' to', '.', '.', ',', ',', ' is', ',', '.', '.', ',', ' Phoenix', ' to', ',', ' San', '.', '?', ' Seattle', ' Denver', '.', ',', 's', ' Toronto', ' San', ' Seattle', ' of', ',', ' Houston', ',', '.', ' is', ' San', '.', ',', ',', ' is', '.', ' is', ' downtown', ',', ',', ' is', ' is', ' Seattle', ' Seattle', ',', ' San', ' Seattle', ' Toronto', ',', ',', ',', ' Chicago', '.', '.', ',', ',', ',', '.', ' is', ',', ',', ' Toronto', '.', ' Toronto', 's', ' Seattle', '.', ' is', ',', ' downtown', ' to', ' Toronto', ' Seattle', '.', '\n', '.', ' Seattle', '.', ' is', ' Seattle', '.', ' LA', ' Chicago', ',', ',', ' Toronto', '.', ',', ',', ' Toronto', '.', ' Los']"
5, Seattle,.,3,"[' to', '.', '.', ',', ',', ' is', ',', '.', '.', ',', ' Phoenix', ' to', ',', ' San', '.', '?', ' Seattle', ' Denver', '.', ',', 's', ' Toronto', ' San', ' Seattle', ' of', ',', ' Houston', ',', '.', ' is', ' San', '.', ',', ',', ' is', '.', ' is', ' downtown', ',', ',', ' is', ' is', ' Seattle', ' Seattle', ',', ' San', ' Seattle', ' Toronto', ',', ',', ',', ' Chicago', '.', '.', ',', ',', ',', '.', ' is', ',', ',', ' Toronto', '.', ' Toronto', 's', ' Seattle', '.', ' is', ',', ' downtown', ' to', ' Toronto', ' Seattle', '.', '\n', '.', ' Seattle', '.', ' is', ' Seattle', '.', ' LA', ' Chicago', ',', ',', ' Toronto', '.', ',', ',', ' Toronto', '.', ' Los']"
6, Seattle, the,0,"[' to', ' to', ' Toronto', '?', ' Seattle', ' Portland', '.', ',', '.', ',', '.', ' areas', ' IS', ' is', '.', ' Seattle', '.', '.', ' is', ' is', ',', '.', ' the', ',', ' Toronto', ' San', ' Seattle', '.', ',', ' is', ',', ',', ' Seattle', ' Houston', ',', ' is', '?', ',', '.', ',', '.', 's', ' is', ' Toronto', ',', ' Seattle', ',', ' downtown', '.', ',', ' Chicago', '.', ',', '.', ',', ' Toronto', ' Detroit', '?', ' Chicago', ' is', ' Houston', ' is', ',', '.', ',', ' is', '.', '.', ' Seattle', ',', ' Washington', ' c', '.', '.', ' Seattle', '.', ' Seattle', ' Toronto', ' Seattle', ',', ',', ' Chicago', ' Seattle', ' Chicago', ',', ' downtown', ' is', '.', ',', '.', 's', '.']"
6, Seattle, the,1,"[' to', ' to', ' Toronto', '?', ' Seattle', ' Portland', '.', ',', '.', ',', '.', ' areas', ' IS', ' is', '.', ' Seattle', '.', '.', ' is', ' is', ',', '.', ' the', ',', ' Toronto', ' San', ' Seattle', '.', ',', ' is', ',', ',', ' Seattle', ' Houston', ',', ' is', '?', ',', '.', ',', '.', 's', ' is', ' Toronto', ',', ' Seattle', ',', ' downtown', '.', ',', ' Chicago', '.', ',', '.', ',', ' Toronto', ' Detroit', '?', ' Chicago', ' is', ' Houston', ' is', ',', '.', ',', ' is', '.', '.', ' Seattle', ',', ' Washington', ' c', '.', '.', ' Seattle', '.', ' Seattle', ' Toronto', ' Seattle', ',', ',', ' Chicago', ' Seattle', ' Chicago', ',', ' downtown', ' is', '.', ',', '.', 's', '.']"
6, Seattle, the,2,"[' to', ' to', ' Toronto', '?', ' Seattle', ' Portland', '.', ',', '.', ',', '.', ' areas', ' IS', ' is', '.', ' Seattle', '.', '.', ' is', ' is', ',', '.', ' the', ',', ' Toronto', ' San', ' Seattle', '.', ',', ' is', ',', ',', ' Seattle', ' Houston', ',', ' is', '?', ',', '.', ',', '.', 's', ' is', ' Toronto', ',', ' Seattle', ',', ' downtown', '.', ',', ' Chicago', '.', ',', '.', ',', ' Toronto', ' Detroit', '?', ' Chicago', ' is', ' Houston', ' is', ',', '.', ',', ' is', '.', '.', ' Seattle', ',', ' Washington', ' c', '.', '.', ' Seattle', '.', ' Seattle', ' Toronto', ' Seattle', ',', ',', ' Chicago', ' Seattle', ' Chicago', ',', ' downtown', ' is', '.', ',', '.', 's', '.']"
6, Seattle, the,3,"[' to', ' to', ' Toronto', '?', ' Seattle', ' Portland', '.', ',', '.', ',', '.', ' areas', ' IS', ' is', '.', ' Seattle', '.', '.', ' is', ' is', ',', '.', ' the', ',', ' Toronto', ' San', ' Seattle', '.', ',', ' is', ',', ',', ' Seattle', ' Houston', ',', ' is', '?', ',', '.', ',', '.', 's', ' is', ' Toronto', ',', ' Seattle', ',', ' downtown', '.', ',', ' Chicago', '.', ',', '.', ',', ' Toronto', ' Detroit', '?', ' Chicago', ' is', ' Houston', ' is', ',', '.', ',', ' is', '.', '.', ' Seattle', ',', ' Washington', ' c', '.', '.', ' Seattle', '.', ' Seattle', ' Toronto', ' Seattle', ',', ',', ' Chicago', ' Seattle', ' Chicago', ',', ' downtown', ' is', '.', ',', '.', 's', '.']"
7, Seattle,.,0,"[' Toronto', ',', '.', ' is', 's', ' Detroit', '.', ' and', ' Seattle', '.', '.', '.', '.', ' London', ' Los', ' Seattle', ' San', ' Toronto', '?', ',', ',', ' is', ',', '\n', '.', ' Toronto', ' Seattle', ' Seattle', ' Los', '.', '?', '.', '.', ' downtown', '.', '.', ' Toronto', ',', '.', ' Los', ',', '.', ',', ' Toronto', '!', ' is', ' Los', ' Toronto', ' San', ' Toronto', ' San', ' Toronto', '.', '.', ' is', ' London', ',', '.', ' San', ',', ',', '.', '.', ' is', ',', ' Toronto', '.', ' Washington', ',', '.', ',', ' Toronto', ',', ' Denver', '.', ' Atlanta', ' Toronto', '.', ' Chicago', ' Stockholm', ' Denver', ' is', ' Seattle', ' Seattle', '.', ' Seattle', ' Toronto', ' Seattle', ',', ' Toronto', ',', '.']"
7, Seattle,.,1,"[' Toronto', ',', '.', ' is', 's', ' Detroit', '.', ' and', ' Seattle', '.', '.', '.', '.', ' London', ' Los', ' Seattle', ' San', ' Toronto', '?', ',', ',', ' is', ',', '\n', '.', ' Toronto', ' Seattle', ' Seattle', ' Los', '.', '?', '.', '.', ' downtown', '.', '.', ' Toronto', ',', '.', ' Los', ',', '.', ',', ' Toronto', '!', ' is', ' Los', ' Toronto', ' San', ' Toronto', ' San', ' Toronto', '.', '.', ' is', ' London', ',', '.', ' San', ',', ',', '.', '.', ' is', ',', ' Toronto', '.', ' Washington', ',', '.', ',', ' Toronto', ',', ' Denver', '.', ' Atlanta', ' Toronto', '.', ' Chicago', ' Stockholm', ' Denver', ' is', ' Seattle', ' Seattle', '.', ' Seattle', ' Toronto', ' Seattle', ',', ' Toronto', ',', '.']"
7, Seattle,.,2,"[' Toronto', ',', '.', ' is', 's', ' Detroit', '.', ' and', ' Seattle', '.', '.', '.', '.', ' London', ' Los', ' Seattle', ' San', ' Toronto', '?', ',', ',', ' is', ',', '\n', '.', ' Toronto', ' Seattle', ' Seattle', ' Los', '.', '?', '.', '.', ' downtown', '.', '.', ' Toronto', ',', '.', ' Los', ',', '.', ',', ' Toronto', '!', ' is', ' Los', ' Toronto', ' San', ' Toronto', ' San', ' Toronto', '.', '.', ' is', ' London', ',', '.', ' San', ',', ',', '.', '.', ' is', ',', ' Toronto', '.', ' Washington', ',', '.', ',', ' Toronto', ',', ' Denver', '.', ' Atlanta', ' Toronto', '.', ' Chicago', ' Stockholm', ' Denver', ' is', ' Seattle', ' Seattle', '.', ' Seattle', ' Toronto', ' Seattle', ',', ' Toronto', ',', '.']"
7, Seattle,.,3,"[' Toronto', ',', '.', ' is', 's', ' Detroit', '.', ' and', ' Seattle', '.', '.', '.', '.', ' London', ' Los', ' Seattle', ' San', ' Toronto', '?', ',', ',', ' is', ',', '\n', '.', ' Toronto', ' Seattle', ' Seattle', ' Los', '.', '?', '.', '.', ' downtown', '.', '.', ' Toronto', ',', '.', ' Los', ',', '.', ',', ' Toronto', '!', ' is', ' Los', ' Toronto', ' San', ' Toronto', ' San', ' Toronto', '.', '.', ' is', ' London', ',', '.', ' San', ',', ',', '.', '.', ' is', ',', ' Toronto', '.', ' Washington', ',', '.', ',', ' Toronto', ',', ' Denver', '.', ' Atlanta', ' Toronto', '.', ' Chicago', ' Stockholm', ' Denver', ' is', ' Seattle', ' Seattle', '.', ' Seattle', ' Toronto', ' Seattle', ',', ' Toronto', ',', '.']"
8, Seattle, London,0,"['.', '.', ' Toronto', '.', ' San', '.', '.', ',', '.', ' Seattle', ' Toronto', ' Toronto', '.', ' Toronto', '.', ' Seattle', ' downtown', ' Houston', ' Los', '?', ' San', ' Chicago', '.', ' Toronto', ',', ' Seattle', '.', ' Toronto', ',', ' Seattle', '.', '.', ' is', ' Los', '.', ' is', ' the', ' vs', ' is', ' of', ' Toronto', '.', ' Houston', '.', ',', '.', ' Seattle', '.', ',', ',', ' Kansas', ' is', ' is', '.', ' Denver', ' Houston', ' Toronto', ' downtown', '.', '.', ' Chicago', ',', '.', '.', ' of', ' is', ' Toronto', ':', '.', ' Nashville', ' is', ' Toronto', ' is', ' Chicago', ' Chicago', ',', ' Chicago', '.', ' is', ' Chicago', '.', ' is', ',', ' Washington', ' Washington', ' The', ' Detroit', ',', ',', ',', ' hidden', '.']"
