run_number,clean,corrupted,restored_token,restored
11, basketball, the,2,"[' sport', ' Taylor', ' football', ' sport', ' football', ' professional', ' the', ' the', ' professional', ' golf', ' the', ' the', ' the', ' the', ' football', ' the', ' the', ' soccer', ' sports', ' football', ' the', ' football', ' the']"
12, basketball, professional,0,"[' football', ' football', ' football', ' the', ' tennis', ' the', ' the', ' the', ' football', ' the', ' the', ' football', ' the', ' football', ' the', ' sport', ' the', ' football', ' football', ' football', ' football', ' the', ' basketball']"
12, basketball, professional,1,"[' football', ' football', ' the', ' rugby', ' the', ' the', ' the', ' the', ' basketball', '.', ' sport', ' the', ' the', ' football', ' sports', ' the', ' the', ' the', ' football', ' the', ' basketball', ' the', ' soccer']"
12, basketball, professional,2,"[' the', ' baseball', ' sports', ' the', ' football', ' the', ' football', ' the', ' the', ' the', ' sport', ' the', ' the', ' football', ' the', ' the', ' the', ' the', ' a', ' the', ' the', ' the', ' the']"
13, basketball, the,0,"[' soccer', ' football', ' the', ' football', ' golf', ' the', ' the', ' the', ' the', ' the', ' football', ' the', ' professional', ' chess', ' the', ' the', ' the', ' the', ' football', ' the', ' the', ' basketball', ' basketball']"
13, basketball, the,1,"[' sports', ' the', ' professional', ' professional', ' football', ' sport', ' football', ' professional', ' the', ' the', ' football', ' the', ' the', ' the', ' football', ' soccer', ' football', ' the', ' sport', ' the', ' the', ' their', ' the']"
13, basketball, the,2,"[' the', ' the', 'has', ' the', ' football', ' football', ' sport', ' soccer', ' football', ' professional', ' the', ' football', ' golf', ' the', ' football', ' the', ' the', ' football', ' hockey', ' the', ' the', ' basketball', ' the']"
14, basketball, the,0,"[' the', ' basketball', ' the', ' tennis', ' the', ' the', ' the', ' the', ' sport', ' the', ' football', ' the', ' the', ' the', ' football', ' the', ' the', ' football', ' the', ' football', ' the', ' football', ' the']"
14, basketball, the,1,"[' basketball', ' football', ' football', ' football', ' football', ' sports', ' sport', ' the', ' the', ' professional', ' the', ' the', ' the', ' the', ' football', ' basketball', ' play', ' football', ' the', ' the', ' the', ' the', ' the']"
14, basketball, the,2,"[' tennis', ' the', ' football', ' football', ' the', ' the', ' hockey', ' the', ' the', ' sport', ' the', ' football', ' the', ' the', ' professional', ' play', ' the', ' the', ' golf', ' the', ' the', ' pro', ' the']"
15, basketball, the,0,"[' football', ' football', ' tennis', ' the', ' the', ' the', ' the', ' football', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' ""', ' the', ' football', ' sports', '""]=>', ' the', ' football']"
15, basketball, the,1,"[' football', ' the', ' the', ' football', ' basketball', ' the', ' the', ' the', ' sport', ' the', ' the', ' the', ' the', ' the', ' ""', 'C', ' the', ' the', ' the', ' the', ' plays', ' the', ' the']"
15, basketball, the,2,"[' the', ' football', ' the', ' the', ' football', ' the', ' the', ' football', ' the', ' the', ' bright', ' the', ' the', ' the', ' the', ' the', ' football', ' the', ' football', ' football', ' the', ' the', ' the']"
16, basketball, basketball,0,"[' soccer', ' basketball', ' basketball', ' football', ' the', ' the', ' the', ' football', ' the', ' the', ' the', ' tennis', ' the', ' basketball', ' the', ' the', ' football', ' football', ' the', ' ""', ' the', ' soccer', ' the']"
16, basketball, basketball,1,"[' the', ' the', ' the', ' football', ' sport', ' the', ' football', ' football', ' the', ' the', ' baseball', ' sports', ' the', ' the', ' professional', ' the', ' the', ' the', ' professional', ' sport', ' the', ' the', ' the']"
16, basketball, basketball,2,"[' the', ' the', ' football', ' the', ' football', ' football', ' the', ' basketball', ' soccer', ' football', ' the', ' the', ' football', ' the', ' the', ' football', ' the', ' the', ' football', ' the', ' professional', ' football', ' the']"
17, basketball, football,0,"[' golf', ' football', ' professional', ' the', ' the', ' the', ' the', ' sport', ' football', ' the', ' the', ' the', ' the', ' football', ' the', ' the', ' the', ' professional', ' the', ' the', ' the', ' the', ' football']"
17, basketball, football,1,"[' football', ' the', ' football', ' football', ' football', ' the', ' the', ' the', ' the', ' football', ' football', ' the', ' the', ' football', ' the', ' the', ' football', ' the', ' sport', ' the', ' the', ' sports', ' football']"
17, basketball, football,2,"[' the', ' football', ' the', ' the', ' the', ' football', ' football', ' hockey', ' the', ' the', ' the', ' football', ' football', ' the', ' professionally', ' the', ' the', ' ""', ' the', ' the', ' football', ' the', ' the']"
18, basketball, the,0,"[' football', ' soccer', ' hockey', ' professional', ' the', ' the', ' the', ' the', ' the', ' playing', ' a', ' the', ' the', ' the', ' sports', ' sports', ' the', ' the', ' basketball', ' football', ' the', ' the', ' football']"
18, basketball, the,1,"[' the', ' sport', ' tennis', ' tennis', ' the', ' the', ' rugby', ' the', ' the', ' his', ' professional', ' basketball', ' sport', ' golf', ' football', ' the', ' the', ' football', ' football', ' the', ' the', ' the', ' the']"
18, basketball, the,2,"[' the', ' football', ' the', ' football', ' the', ' the', ' the', ' the', ' the', ' sports', ' the', ' the', ' the', ' the', ' the', ' the', ' basketball', ' the', ' football', ' football', ' tennis', ' ""', ' the']"
19, basketball, sport,0,"[' hockey', ' football', ' the', ' the', ' the', ' the', ' the', ' professional', ' the', ' football', ' the', ' the', ' football', ' the', ' the', ' football', ' soccer', ' course', ' the', ' the', ' the', ' football', ' the']"
19, basketball, sport,1,"[' the', ' the', ' his', ' football', ' the', ' the', ' the', ' the', ' football', ' the', ' football', ' basketball', ' the', ' the', ' the', ' the', ' tennis', ' the', ' soccer', ' the', ' the', ' the', ' the']"
19, basketball, sport,2,"[' the', ' the', ' the', ' football', ' football', ' the', ' football', ' the', ' ""', ' the', ' the', ' football', ' the', ' the', ' the', ' the', ' plays', ' the', ' professional', ' the', ' the', ' professional', ' the']"
20, basketball, the,0,"[' soccer', ' football', ' football', ' the', ' the', ' football', ' the', ' the', ' the', ' sport', ' the', ' football', ' sport', ' soccer', ' the', ' the', ' football', ' professional', ' the', ' the', ' the', ' the', ' the']"
20, basketball, the,1,"[' football', ' football', ' basketball', ' tennis', ' football', ' the', ' ""', ' the', ' the', ' the', ' the', ' the', ' football', ' the', ' football', ' the', ' football', ' football', ' ""', ' football', ' the', ' sports', ' football']"
20, basketball, the,2,"[' the', ' the', ' the', ' the', ' your', ' professional', ' the', ' the', ' the', ' the', ' sport', ' the', ' football', ' the', ' football', ' the', ' professional', ' hockey', ' baseball', ' the', ' the', ' football', ' the']"
21, basketball, the,0,"[' the', ' the', ' basketball', ' football', ' the', ' football', ' the', ' the', ' soccer', ' the', ' the', ' the', ' the', ' professional', ' basketball', ' the', ' the', ' football', ' basketball', ' the', ' the', ' the', ' the']"
21, basketball, the,1,"[' the', ' football', ' basketball', ' football', ' the', ' the', ' the', ' a', ' the', ' football', ' football', ' football', ' the', ' the', ' the', ' the', ' football', ' football', ' golf', ' the', ' the', ' football', ' the']"
21, basketball, the,2,"[' his', ' golf', ' the', ' the', ' the', ' the', ' football', ' sport', ' the', ' the', ' professional', ' sport', ' sport', ' the', ' the', ' football', ' basketball', ' the', ' sport', ' sports', ' the', ' the', ' the']"
22, basketball, the,0,"[' the', ' tennis', ' basketball', ' the', ' football', ' the', ' professional', ' professional', ' the', ' the', ' the', ' the', ' the', ' the', ' professional', ' football', ' the', ' the', ' basketball', ' the', ' the', ' the', ' the']"
22, basketball, the,1,"[' football', ' choice', ' the', ' basketball', ' basketball', ' sport', ',', ' the', ' football', ' the', ' football', ' the', ' the', ' the', ' football', ' the', 'The', ' football', ' football', ' the', ' the', ' the', ' sport']"
22, basketball, the,2,"[' baseball', ' the', ' the', ' football', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' football', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' basketball']"
23, basketball, football,0,"[' basketball', ' football', ' the', ' the', ' basketball', ' the', ' the', ' the', ' professional', ' the', ' the', ' the', ' football', ' the', ' football', ' the', ' the', ' the', ' sport', ' the', ' football', ' the', ' the']"
23, basketball, football,1,"[' the', ' the', ' sport', ' football', ' the', ' the', ' football', ' professional', ' football', ' hockey', ' choice', ' football', ' football', ' football', ' sport', ' the', ' the', ' the', '.', ' the', ' the', ' the', ' the']"
23, basketball, football,2,"[' the', ' football', ' Taylor', ' soccer', ' the', ' the', ' his', ' sport', ' the', ' the', ' the', ' the', ' the', ' football', ' the', ' the', ' football', ' the', ' football', ' football', ' football', ' baseball', ' the']"
24, basketball, the,0,"[' soccer', ' football', ' football', ' football', ' the', ' the', ' football', ' football', ' the', ' the', ' hockey', ' the', ' soccer', ' the', ' the', ' the', ' the', ' the', ' the', ' football', ' the', ' the', ' football']"
24, basketball, the,1,"[' baseball', ' football', ' the', ' football', ' the', ' football', ' football', ' the', ' professional', ' the', ' the', ' the', ' professional', ' the', ' the', ' the', ' football', ' today', ' the', ' the', ' the', ' the', ' the']"
24, basketball, the,2,"[' a', ' the', ' the', ' the', ' the', ' football', ' the', ' football', ' cricket', ' the', ' the', ' the', ' the', ' the', ' soccer', ' the', ' football', ' the', ' the', ' the', ' football', ' football', ' football']"
25, basketball, the,0,"[' football', ' the', ' football', ' the', ' the', ' rugby', ' the', ' a', ' the', ' football', ' rugby', ' football', ' the', ' the', ' football', ' sports', ' the', ' the', ' the', ' the', ' the', ' the', ' the']"
25, basketball, the,1,"[' the', ' football', ' football', ' the', ' basketball', ' football', ' basketball', ' the', ' basketball', ' golf', ' course', ' the', ' the', ' the', ' basketball', ' football', ' the', ' soccer', ' football', ' the', ' the', ' the', ' football']"
25, basketball, the,2,"[' the', ' the', ' the', ' the', ' the', ' football', ' football', ' the', ' the', ' football', ' the', ' football', ' football', ' the', ' sport', ' basketball', ' professional', ' professional', ' the', ' the', ' the', ' the', ' the']"
26, basketball, football,0,"[' basketball', ' politics', ' soccer', ' football', ' football', ' football', ' the', ' the', ' football', ' baseball', ' football', ' the', ' the', ' the', ' course', ' course', ' the', ' the', ' the', ' the', ' the', ' football', ' football']"
26, basketball, football,1,"[' football', ' football', ' baseball', ' the', ' the', ' football', ' the', ' course', ' football', ' the', ' the', ' the', ' the', ' the', ' the', ' football', ' football', ' the', ' the', ' the', ' the', ' the', ' the']"
26, basketball, football,2,"[' football', ' the', ' the', ' the', ' your', ' the', ' the', ' the', ' football', ' sports', ' professional', ' the', ' soccer', ' the', ' football', ' the', ' the', ' basketball', ' the', ' football', ' the', ' the', ' the']"
27, basketball, the,0,"[' boxing', ' football', ' the', ' football', ' football', ' the', ' the', ' football', ' the', ' football', ' the', ' football', ' the', ' the', ' the', ' the', ' the', ' professional', ' the', ' football', ' football', ' football', ' the']"
27, basketball, the,1,"[' the', ' tennis', ' the', ' the', ' the', ' the', ' the', ' football', ' basketball', ' the', ' the', ' football', ' the', ' the', ' the', ' choice', ' the', ' the', ' tennis', ' the', ' the', ' the', ' the']"
27, basketball, the,2,"[' the', ' basketball', ' the', ' football', ' basketball', ' professional', ' soccer', ' the', ' the', ' the', ' the', ' the', ' football', ' the', ' the', ' football', ' football', ' the', ' football', ' the', ' professional', ' the', ' the']"
28, basketball, professional,0,"[' the', ' the', ' the', ' football', ' the', ' the', ' the', ' the', ' football', ' football', ' the', ' the', ' football', ' the', ' football', ' sports', ' the', ' the', ' basketball', ' the', '\n', ' the', ' the']"
28, basketball, professional,1,"[' the', ' professional', ' the', ' the', ' basketball', ' tennis', ' the', ' the', ' professional', ' the', ' the', ' football', ' the', ' the', ' basketball', ' football', ' the', ' football', ' the', ' football', ' the', ' a', ' football']"
28, basketball, professional,2,"[' the', ' the', ' sports', ' the', ' football', ' golf', ' the', ' the', ' the', ' sport', ' the', ' the', ' the', ' football', ' the', ' the', ' the', ' his', ' the', ' the', ' the', ' sport', ' football']"
29, basketball, the,0,"[' hockey', ' soccer', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' football', ' the', ' the', ' the', ' basketball', ' the', ' the', ' the', ' the', ' the', ' professional', ' football', ' choice', ' the']"
29, basketball, the,1,"[' the', ' the', ' the', ' rugby', ' the', ' baseball', ' basketball', ' the', ' football', ' basketball', ' the', ' sports', ' professional', ' hockey', ' the', ' the', ' basketball', ' hockey', ' the', ' the', ' sport', ' the', ' the']"
29, basketball, the,2,"[' football', ' the', ' the', ' the', ' football', ' football', ' Taylor', ' the', ' the', ' the', ' the', ' the', ' football', ' the', ' basketball', ' the', ' the', ' rugby', ' the', ' the', ' the', ' being', ' football']"
30, basketball, basketball,0,"[' the', ' football', ' the', ' football', ' the', ' the', ' baseball', ' football', ' tennis', ' the', ' football', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' professional', ' the', ' football', ' professional', ' professional']"
30, basketball, basketball,1,"[' soccer', ' professional', ' football', ' the', ' football', ' the', ' the', ' the', ' the', ' sport', ' the', ' basketball', ' football', ' the', ' the', ' football', ' baseball', ' course', ' football', ' the', ' the', ' the', ' a']"
30, basketball, basketball,2,"[' football', ' football', ' the', ' the', ' the', ' sports', ' basketball', ' the', ' Taylor', ' sport', ' professional', ' football', ' football', ' the', ' football', ' the', ' the', ' the', ' the', ' football', ' the', ' the', ' the']"
31, basketball, the,0,"[' the', ' the', ' the', ' football', ' football', ' the', ' the', ' the', ' the', ' the', ' the', ' tennis', ' the', ' the', ' football', ' basketball', ' football', ' the', ' the', ' football', ' the', ' football', ' football']"
31, basketball, the,1,"[' the', ' the', ' tennis', ' the', ' the', ' the', ' the', ' professional', ' the', ' the', ' football', ' the', ' the', ' football', ' the', ' professional', ' the', ' the', ' the', ' professionally', ' football', ' football', ' the']"
31, basketball, the,2,"[' football', ' the', ' the', ' the', ' the', ' football', ' ""', ' football', ' basketball', ' football', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' football', ' the', ' basketball', ' the', ' the', ' the']"
32, basketball, the,0,"[' the', ' the', ' basketball', ' ""', ' the', ' football', ' basketball', ' the', ' the', ' the', ' the', ' the', ' the', ' football', ' football', ' the', ' football', ' the', ' the', ' football', ' football', ' the', ' the']"
32, basketball, the,1,"[' the', ' the', ' football', ' football', ' the', ' the', ' football', ' the', ' football', ' the', ' football', ' professional', ' the', ' the', ' the', ' the', ' the', ' football', ' the', ' basketball', ' the', ' the', ' the']"
32, basketball, the,2,"[' the', ' the', ' hockey', ' football', ' the', ' the', ' the', ' the', ' of', ' soccer', ' the', ' his', ' sport', ' the', ' basketball', ' professional', ' the', ' the', ' the', ' the', ' the', ' the', ' football']"
33, basketball, football,0,"[' the', ' football', ' the', ' the', ' the', ' football', ' the', ' the', ' the', ' football', ' chess', ' golf', ' the', ' the', ' the', ' basketball', ' the', ' the', ' football', ' the', ' soccer', ' the', ' football']"
33, basketball, football,1,"[' the', ' the', ' the', ' the', ' the', ' football', ' the', ' baseball', ' the', ' the', ' football', ' the', ' sport', ' the', ' the', ' the', ' I', ' the', ' the', ' the', ' the', ' the', ' the']"
33, basketball, football,2,"[' sport', ' sport', ' the', ' football', ' basketball', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' hockey', ' football', ' the', ' the', ' the', ' the', ' the', ' the', ' football', ' the', ' football']"
34, basketball, the,0,"[' the', ' basketball', ' the', ' football', ' the', ' football', ' chess', ' the', ' the', ' chess', ' the', ' the', ' football', ' the', ' the', ' football', ' the', ' football', ' playing', ' professional', ' playing', ' the', ' football']"
34, basketball, the,1,"[' football', ' the', ' football', ' tennis', ' the', ' the', ' golf', ' football', ' the', ' the', ' football', ' the', ' the', ' football', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the']"
34, basketball, the,2,"[' the', ' sport', ' football', ' the', ' the', ' basketball', ' the', ' the', ' the', ' soccer', ' L', ' the', ' the', ' football', ' the', ' the', ' the', ' the', ' the', ' the', ' sport', ' football', ' professional']"
35, basketball, the,0,"[' basketball', ' football', ' soccer', ' the', ' football', ' the', ' the', ' football', ' football', ' the', ' the', ' football', ' football', ' the', ' football', ' the', ' football', ' football', ' the', ' the', ' football', ' the', ' football']"
35, basketball, the,1,"[' football', ' football', ' basketball', ' the', ' football', ' professional', ' the', ' the', ' football', ' the', ' basketball', ' the', ' the', ' professional', ' the', ' basketball', ' the', ' the', ' the', ' the', ' the', ' baseball', ' the']"
35, basketball, the,2,"[' the', ' professional', ' football', ' sports', ' football', ' the', ' the', ' the', ' the', ' football', ' basketball', ' the', ' golf', ' football', ' the', ' hockey', ' professional', ' the', ' the', ' football', ' the', ' football', ' the']"
36, basketball, sports,0,"[' the', ' football', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' football', ' the', ' a', ' the', ' the', ' the', ' football', ' basketball', ' the', ' sport', ' the']"
36, basketball, sports,1,"[' football', ' football', ' football', ' the', ' the', ' football', ' the', ' football', ' the', ' the', ' the', ' football', ' the', ' the', ' football', ' the', ' the', ' tennis', ' golf', ' the', ' the', ' hockey', ' basketball']"
36, basketball, sports,2,"[' football', ' football', ' football', ' the', ' the', ' sport', ' plays', ' the', ' the', ' sport', ' football', ' the', ' the', ' football', ' the', ' the', ' football', ' football', ' the', ' the', ' the', ' basketball', ' football']"
37, basketball, the,0,"[' soccer', ' football', ' football', ' professional', ' the', ' the', ' football', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' golf', ' the', ' the', ' the', ' the', ' the', ' football', ' chess', ' the']"
37, basketball, the,1,"[' football', ' legal', ' the', ' the', ' ""', ' the', ' football', ' the', ' the', ' the', ' the', ' soccer', ' the', ' the', ' the', ' baseball', ' the', ' soccer', ' football', ' the', ' the', ' the', ' the']"
37, basketball, the,2,"[' the', ' football', ' football', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' football', ' the', ' the', ' the', ' the', ' football', ' football', ' the', ' football', ' the', ' the', ' the', ' the']"
38, basketball, the,0,"[' the', ' the', ' basketball', ' the', ' football', ' football', ' football', ' sports', ' the', ' the', ' the', ' professional', ' soccer', ' football', ' the', ' the', ' the', ' football', ' the', ' the', ' the', ' the', ' the']"
38, basketball, the,1,"[' football', ' the', ' the', ' choice', ' the', ' basketball', ' basketball', ' the', ' soccer', ' football', ' the', ' the', ' basketball', ' the', ' sports', ' the', ' the', ' football', ' basketball', ' the', ' the', ' football', ' the']"
38, basketball, the,2,"[' football', ' the', ' tennis', ' the', ' the', ' the', ' the', ' basketball', ' the', ' football', ' the', ' football', ' basketball', ' the', ' the', ' football', ' sports', ' the', ' the', ' the', ' the', ' the', ' the']"
39, basketball, the,0,"[' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' golf', ' the', ' sport', ' soccer', ' the', ' the', ' the', ' the', ' the', ' football', ' the']"
39, basketball, the,1,"[' the', ' the', ' the', ' sport', ' hockey', ' the', ' football', ' football', ' the', ' the', ' the', ' sport', ' the', ' the', ' the', ' the', ' the', ' the', ' the', ' sport', ' the', ' football', ' the']"
39, basketball, the,2,"[' the', ' the', ' course', ' football', ' the', ' football', ' football', ' the', ' the', ' professionally', ' the', ' the', ' the', ' the', ' football', ' basketball', ' the', ' the', ' ""', ' the', ' football', ' sport', ' the']"
40, basketball, the,0,"[' football', ' the', ' the', ' ""', ' football', ' the', ' professional', ' the', ' football', ' the', ' the', ' the', ' a', ' the', ' football', ' the', ' the', ' football', ' the', ' the', ' football', ' trying', ' sport']"
40, basketball, the,1,"[' the', ' soccer', ' football', ' football', ' the', ' football', ' the', ' Sal', ' the', ' the', ' the', ' the', ' football', ' the', ' the', ' football', ' the', ' the', ' the', ' playing', ' the', ' the', ' the']"
40, basketball, the,2,"[' professional', ' the', ' football', ' the', ' the', ' sport', ' professional', ' the', ' soccer', ' the', ' the', ' football', ' the', ' the', ' soccer', ' the', ' the', ' football', ' the', ' the', ' basketball', ' basketball', ' football']"
41, basketball, the,0,"[' the', ' the', ' the', ' tennis', ' the', ' basketball', ' the', ' the', ' the', ' the', ' the', ' hockey', ' football', ' the', ' the', ' hockey', ' basketball', ' boxing', ' the', ' the', ' the', ' basketball', ' the']"
